Title,Address,Phone,Website,Emails
Mahotsav Restaurant,"Lal Durbar, दरवार मार्ग, काठमाडौँ 44600",014530170,https://www.mahotsavrestaurant.com,null
Travis Restaurant,"Opposite Tripureshwor Mahadev Temple Kathmandu Ward Number 11, 44600",9860591739,,null
प्लेसेज रेष्ट्रो एण्ड बार,"चाक्सीवारी मार्ग, काठमाडौँ 44600",015914599,,null
वेस्ट्रन तन्दूरी एण्ड नान हाउस,"अमृत मार्ग, काठमाडौँ 44600",9818801346,,null
Yala Cafe & Coffee Shop,"Kwabahal, ठमेल मार्ग, काठमाडौँ 44600",015367554,https://www.yalacafe.com,null
ओआर2के रेस्टुरेन्ट,"Mandala Street, काठमाडौँ 44600",014522097,,null
नमस्ते क्याफे र बार,"नरसिंह चोक मार्ग, काठमाडौँ 44600",9849083849,https://www.facebook.com,null
Graveaty Restaurant and Bar,"छुस्या गल्ली, काठमाडौँ 44600",015913958,,null
Croissant Cafe,"Prasuti Griha Marga, काठमाडौँ 44600",9749466543,https://www.facebook.com,null
Mustang Thakali By State III,"Ananda Bhawan, Uttar Dhoka Rd, काठमाडौँ 44600",9801876359,,null
Mulchowk Restaurant,"टंक प्रसाद घुम्ती सडक, काठमाडौँ 44600",015914672,https://www.mulchowkrestaurant.com,null
Fast Food Newari Khaja Ghar,"P84F+7X3, काठमाडौँ 44600",9860068728,,null
Restaurant Nepal,"P86F+RRQ, काठमाडौँ 44600",,,null
यान्गलिंग तिब्बती रेस्टुरेन्ट,"Kaldhara Marg, काठमाडौँ 44600",015357408,https://www.facebook.com,null
नमस्ते क्याफे र बार,"नरसिंह चोक मार्ग, काठमाडौँ 44600",9849083849,https://www.facebook.com,null
Krishnarpan Restaurant,"Battisputali Rd, काठमाडौँ 44600",014479488,https://www.dwarikas.com,null
वन र प्लेट,"Mandala Street, काठमाडौँ 44600",014701161,,null
Paleti Bhanchha Ghar,"JP Rd, काठमाडौँ 44600",015312911,,null
Mustang Thakali By State III,"Ananda Bhawan, Uttar Dhoka Rd, काठमाडौँ 44600",9801876359,,null
वेस्ट्रन तन्दूरी एण्ड नान हाउस,"अमृत मार्ग, काठमाडौँ 44600",9818801346,,null
प्लेसेज रेष्ट्रो एण्ड बार,"चाक्सीवारी मार्ग, काठमाडौँ 44600",015914599,,null
Graveaty Restaurant and Bar,"छुस्या गल्ली, काठमाडौँ 44600",015913958,,null
मेला रेष्टुरा,"Tangal Marg Road Besides Hyundai Showroom, 44604",014544441,,null
The Delicious Pizza House Nepal,"पकनाजोल मार्ग, काठमाडौँ 20132",015350799,,null
ओआर2के रेस्टुरेन्ट,"Mandala Street, काठमाडौँ 44600",014522097,,null
Nepal House Restaurant,"Hattisar-01, काठमाडौँ",015902194,https://nepalhouse.com.np,null
Yala Cafe & Coffee Shop,"Kwabahal, ठमेल मार्ग, काठमाडौँ 44600",015367554,https://www.yalacafe.com,null
T's your palate,"Z Street, काठमाडौँ 44600",9802264388,https://www.tspalate.com,null
काठमाडौं फास्ट फूड,"पशुपती सडक, काठमाडौँ 44600",014517483,https://kathmandufastfood.com.np,null
डल्ले रेष्टुरा,"तिनधारा मार्ग, काठमाडौँ 44600",014511302,https://dalle.com.np,null
Crossroads Thakali Bhanchha,"Kulratna Marg, काठमाडौँ 44600",9846492896,,null
Utse Restaurant & Bar,"अमृत मार्ग, काठमाडौँ 44600",015353417,https://www.utsehotel.com,null
Thulo Thakali Restaurant,"चाक्सीवारी मार्ग, काठमाडौँ 44660",9801006216,https://www.thulothakali.com,null
Attic,"Aananda Bhairab Marg, काठमाडौँ 44600",014517843,https://attic.com.np,null
Le Trio Restaurant & Bar,"नारायणहिटी पथ, काठमाडौँ 44600",014535440,,null
Gaia Restaurant & Coffee Shop,काठमाडौँ 44600,9851230448,https://www.gaia-restaurant.com,null
PanAsian KTM,"Teendhara Marg, काठमाडौँ 44600",9847466367,https://m.facebook.com,null
Bhojan Unlimited,"Jyoti Nagar Rd 10, Kathmandu 97700",9851280033,https://www.bhojanunlimited.com,null
ब्लुबेरी किचन,"पकनाजोल मार्ग, काठमाडौँ 44600",015316959,https://www.blueberry-kitchen.com,null
मोती महल,"दरवार मार्ग, काठमाडौँ 44600",015322189,,null
Tukche Thakali Kitchen,"Gairidhara Rd, काठमाडौँ 44600",014512462,,null
ठमेल हाउस रेष्टुरेन्ट,"ठमेल मार्ग 1, काठमाडौँ 44600",014510388,https://hotelthamelhouse.com.np,null
रोडहाउस क्याफे,"Chaksibari Road, काठमाडौँ 44600",015367885,https://www.instagram.com,null
Spice Route Restaurant,काठमाडौँ 44600,015351404,https://spiceroute.com.np,null
Carpe Diem Lounge & Bakery | Top Restaurant in Kathmandu,"Paknajol-16, Kaldhara Peepalbot, Thamel, Kathamandu 00977",014989042,https://www.carpediemloungebakery.com,loc@ion.href
Himalayan Green Leaves Restaurant and Bar,काठमाडौँ 44600,014533002,,null
एलिस भोजनालय,"Gairidhara Rd, काठमाडौँ 44616",014529207,https://alicerestaurant.com.np,null
एलिस भोजनालय,"दरवार मार्ग, काठमाडौँ 44600",5357318,https://alicerestaurant.com.np,null
Dalo Restaurant,"Tanka Prasad Ghumti Sadak, काठमाडौँ 44600",015705690,https://www.facebook.com,null
Kantipur Authentic Restaurant,काठमाडौँ 44600,015350614,,null
Regal Flavors Restro and Bar,"दरवार मार्ग, काठमाडौँ 44700",9841387325,https://www.regalflavors.com,null
हलाल खाजा घर,"P85F+9C6, Dhotidhara Marg, काठमाडौँ 44600",,,null
Paru Thakali Kitchen,काठमाडौँ 44600,9845992550,,null
Edamame,"मनकामना मार्ग, काठमाडौँ 44600",9801228992,https://www.marriott.com,null
Newa MoMo Restaurant,"Kwabahal, ठमेल मार्ग 38, काठमाडौँ 44600",9818682572,,null
Mazaaj Restaurant & Sheesha Lounge,काठमाडौँ 44600,9801009959,,null
रोजमेरी किचेन एण्ड कफी,"P865+PRM, JP Rd, काठमाडौँ 44600",015326066,https://rosemarykitchen.com.np,null
फाएर एण्ड आईस पिज्जेरिया,काठमाडौँ 44600,015350210,https://www.fireandicepizzeria.com,null
गोकर्ण हाउस रेस्टुरेन्ट,"P875+H9X, पकनाजोल मार्ग, काठमाडौँ 44600",9851125702,https://www.gokarnahouse.com,null
Zam Zam Halal Restaurant,"P848+6V2, काठमाडौँ 44600",9840215300,,null
Calm Restro & Bar,"Tangal Marg 1, काठमाडौँ 44600",014543904,,null
कोटो रेष्टुरेन्ट,काठमाडौँ 44600,015320346,,null
Tibetan and Nepali Kitchen,"P876+V2X, काठमाडौँ 44600",9841451986,,null
Zarqa Grill & Rice,"दरवार मार्ग, काठमाडौँ 44600",9802349613,https://www.zarqagrill.com,null
K-Too! Beer & Steakhouse,"Tourism Street, काठमाडौँ 44600",9841222133,https://ktoo.com.np,null
मुगल एम्पायर मल्टी कुशन,"Lazimpat Rd, काठमाडौँ 44600",9818439393,,null
Nagomi Japanese Restaurant,"JP Rd, काठमाडौँ 44600",015349053,,null
New Orleans Cafe,"चाक्सीवारी मार्ग 338/19, काठमाडौँ 44600",014700736,,null
Marcopolo Restaurant,"1st Floor, Chhaya Center, काठमाडौँ",015252282,https://www.marcopolo-restaurant.com,null
Dechenling Garden Restaurant,"केशर महल मार्ग, काठमाडौँ 44600",014512158,https://www.facebook.com,null
Gilingche Tibetan Restaurant,"ठमेल मार्ग, काठमाडौँ 44600",014510026,,null
Matsuri Tokyo Japanese Restaurant,"दरवार मार्ग, काठमाडौँ 44600",015350389,,null
टिप टप कमलपोखरी,"पशुपती सडक, काठमाडौँ 44600",015908130,https://www.foodmandu.com,null
चीन टाउन भोजनालय,"अमृत मार्ग, काठमाडौँ 44600",015316609,,null
Muktinath Thakali Kitchen,"Paknajol marga, Chhetrapati, Thamel, काठमाडौँ 44600",015358243,,null
"Trisara, Durbarmarg","दरवार मार्ग, काठमाडौँ 44600",015325602,https://www.trisaranepal.com,null
श्री लुम्बिनि तन्दुरि एन्ड नान हाउस,"अमृत मार्ग, काठमाडौँ 44600",9849146155,,null
Utpala Cafe,"P9F6+HVF, Utpala way, काठमाडौँ 44600",9810700763,https://www.cafeutpala.com,null
क्याफे मित्र,"ठमेल मार्ग, काठमाडौँ 44600",015356336,,null
रोयल गार्डेन,"P887+2MM, केशर महल मार्ग, काठमाडौँ 44600",014444125,https://www.oasiskathmanduhotel.com,null
Florid Garden Restaurant,"Z Street, काठमाडौँ 44600",9849023179,,null
Al Madina Halal Foods,"Opposite Dolphin Guest House Behind, Thamel Masjid, गा हिटी सडक, 44600",014522590,,null
Mughal Biryani House,"P869+289, दरवार मार्ग, काठमाडौँ 44600",,,null
"Piano Piano, Lazimpat - Best Italian Restaurant In Kathmandu",काठमाडौँ 44600,014529392,https://nomad.com.np,null
दाल भात नेपाली भान्छा,"Lazimpat Rd, काठमाडौँ 44600",014410077,,null
Bhetghat Restaurant GAIRIDHARA,"Gairidhara Rd, काठमाडौँ 44600",9802355445,,null
Chez Caroline,"Tanka Prasad Ghumti Sadak, 44600",015363070,https://www.chezcarolinenepal.com,null
लेते थकाली भान्सा,"Smart Choice Technologies Pvt. Ltd., थिरबम सडक, काठमाडौँ 44600",014516866,https://www.facebook.com,null
Nepal Tara Hotel and Restaurant,"P876+JG3, नरसिंह चोक मार्ग, काठमाडौँ 44600",015911999,https://hotelnepaltara.com.np,null
Curilo,"P899+W2G Kathmandu, लाजिम्पाट रोड Lazimpat,Opposite to British Embassy Gate 5, काठमाडौँ 44600",014005079,,null
ला बेला रेष्ट्राे एण्ड बार,"चाक्सीवारी मार्ग, काठमाडौँ 44600",9765979649,,null
