Title,Address,Phone,country_code,Website,Emails
टिप टप कमलपोखरी,"पशुपती सडक, काठमाडौँ 44600",+97715908130,977,https://foodmandu.com,null
तेस्रो आँखा भोजनालय,"JP Rd, काठमाडौँ 44600",+97715360289,977,thirdeye.com.np,null
रोयल गार्डेन,"P887+2MM, केशर महल मार्ग, काठमाडौँ 44600",+97714444125,977,https://oasiskathmanduhotel.com,info@oasiskathmanduhotel.com;mail@oasiskathmanduhotel.com
Tibetan and Nepali Kitchen,"P876+V2X, काठमाडौँ 44600",+9779841451986,977,,null
Mike Restaurant and Bar,"Lazimpat Rd, काठमाडौँ 44600",+97714546016,977,,null
Chez Caroline,"Tanka Prasad Ghumti Sadak, 44600",+97715363070,977,https://chezcarolinenepal.com,caroline@mail.com.np;chezcarolinenepal@gmail.com;chezcarolinenepal@gmail.cominstagram
Marcopolo Restaurant,"1st Floor, Chhaya Center, काठमाडौँ",+97715252282,977,https://marcopolo-restaurant.com,null
The Black Gold Restaurant : Halal Authentic,"दरवार मार्ग, काठमाडौँ 44600",+9779851336182,977,https://theblackgoldrestaurant.com,null
Vinoliva Restaurant & Bar,"Narayanhiti Palace Museum North Gate Rd, काठमाडौँ 44600",+9779826860810,977,https://vinolivarestaurant.com.np,null
Lisara Restaurant & Thakali Kitchen,"Bhagawati Marg, काठमाडौँ 00977",+9779801238382,977,,null
Local Thakali,काठमाडौँ 44600,+9779767320001,977,,null
वेस्ट्रन तन्दूरी एण्ड नान हाउस,"अमृत मार्ग, काठमाडौँ 44600",+9779818801346,977,,null
द बेइजिङ गार्डेन चाइनिज फुड,"Dhobidhara Marg, काठमाडौँ 44600",+97714514111,977,,null
Kantipur Authentic Restaurant,काठमाडौँ 44600,+97715350614,977,,null
Hity Cafe,"पकनाजोल मार्ग, काठमाडौँ 44600",+9779841163085,977,,null
Nava Cafe & Restaurant,"P83F+7C8, काठमाडौँ 44600",+9779801017454,977,,null
बोता म:म,"P86F+2W3, Kamalpokhari St, काठमाडौँ 44600",+97714419400,977,https://botamomo.com,null
Attic,"Aananda Bhairab Marg, काठमाडौँ 44600",+97714517843,977,https://attic.com.np,null
Utse Restaurant & Bar,"अमृत मार्ग, काठमाडौँ 44600",+97715353417,977,https://utsehotel.com,hotelutse@gmail.com
Gaia Restaurant & Coffee Shop,काठमाडौँ 44600,+9779851230448,977,https://gaia-restaurant.com,gaiarestaurantnp@gmail.com
क्याफे मित्र,"ठमेल मार्ग, काठमाडौँ 44600",+97715356336,977,,null
फाएर एण्ड आईस पिज्जेरिया,काठमाडौँ 44600,+97715350210,977,https://fireandicepizzeria.com,fireandicepizzeria@hotmail.com
Utpala Cafe,"P9F6+HVF, Utpala way, काठमाडौँ 44600",+9779810700763,977,https://cafeutpala.com,utpalacafeboudha1@gmail.com
The Delicious Pizza House Nepal,"पकनाजोल मार्ग, काठमाडौँ 20132",+97715350799,977,,null
Nepal House Restaurant,"Hattisar-01, काठमाडौँ",+97715902194,977,nepalhouse.com.np,null
"Trisara, Durbarmarg","दरवार मार्ग, काठमाडौँ 44600",+97715325602,977,https://trisaranepal.com,null
Lasoon Saloon Restaurant& Bar,काठमाडौँ 44600,+97714539866,977,,null
"Yatri Cafe - Best Cafe In Basantapur,Kathmandu","Freak St, काठमाडौँ 44611",+9779761654906,977,,null
श्री लुम्बिनि तन्दुरि एन्ड नान हाउस,"अमृत मार्ग, काठमाडौँ 44600",+9779849146155,977,,null
AT Burger,"पशुपती सडक, काठमाडौँ 44600",+9779801900062,977,atburger.com.np,null
Avataar Pizza & Roof Top Restaurant,"Z Street, काठमाडौँ 44600",+9779846077011,977,https://avataarhotel.com.np,null
एलिस भोजनालय,"Gairidhara Rd, काठमाडौँ 44616",+97714529207,977,https://alicerestaurant.com.np,null
मेजे बाई रोडहाउस,"Mercantile Plaza, दरवार मार्ग, काठमाडौँ 04466",+97715323087,977,https://instagram.com,null
Penthouse Rooftop Bar & Lounge,"1 Durbar Mall, दरवार मार्ग, काठमाडौँ 44600",+9779802344761,977,https://penthouse.com.np,webmaster@penthouse.com.np
फ्रान्सेली बेकरी,"पकनाजोल मार्ग, काठमाडौँ 44600",+97715351998,977,https://facebook.com,null
हलाल खाजा घर,"P85F+9C6, Dhotidhara Marg, काठमाडौँ 44600",,NP,,null
Calm Restro & Bar,"Tangal Marg 1, काठमाडौँ 44600",+97714543904,977,,null
T's your palate,"Z Street, काठमाडौँ 44600",+9779802264388,977,https://tspalate.com,info@email.com;info@tspalate.com
ओआर2के रेस्टुरेन्ट,"Mandala Street, काठमाडौँ 44600",+97714522097,977,,null
लभिङ्ग हर्ट भेगान रेस्टुरेन्ट,"opposite 10X club, चाक्सीवारी मार्ग, काठमाडौँ 44600",+9779813738956,977,https://lovingheartveganrestaurant.com,null
त्रिसरा,"Lazimpat Rd, काठमाडौँ 44600",+97714510200,977,https://trisaranepal.com,null
BlackBird,"Black Bird, काठमाडौँ 44600",+9779808707399,977,https://blackbirdnepal.com,null
K-Too! Beer & Steakhouse,"Tourism Street, काठमाडौँ 44600",+9779841222133,977,https://ktoo.com.np,null
Angan Sweets Kamalpokhari,"थिरबम मार्ग, काठमाडौँ 44600",+97714513039,977,,null
Black Olives Cafe,"चाक्सीवारी मार्ग, काठमाडौँ 44600",+97714700956,977,,null
अमोग क्याफे,काठमाडौँ 44600,+9779841712757,977,,null
Mithila Thali By Chef Santosh Shah,काठमाडौँ 44600,+9779705215000,977,https://mithilathali.com,null
Mo:Mo Karma,काठमाडौँ 44600,+9779869222988,977,,null
Urban Roof Cafe Undre Khichik Cafe Management,"Dillibazar Street 29, काठमाडौँ 00977",+9779704553583,977,,null
Dechenling Garden Restaurant,"केशर महल मार्ग, काठमाडौँ 44600",+97714512158,977,https://facebook.com,null
मेला रेष्टुरा,"Tangal Marg Road Besides Hyundai Showroom, 44604",+97714544441,977,,null
संगम मिठाई,"Kamal Pokhari St, काठमाडौँ 44600",+97714530565,977,,null
New Makalu Restaurant,"हात्तिसार सडक, काठमाडौँ 44600",+97714543134,977,https://facebook.com,null
डल्ले रेष्टुरा,"तिनधारा मार्ग, काठमाडौँ 44600",+97714511302,977,https://dalle.com.np,null
Muse Restobar,"Kholagal Marg, Uttardhoka, काठमाडौँ 44600",+97714545533,977,,null
Green Organic Cafe,"P876+P3V, जे. पि रोड, काठमाडौँ 44600",+97714215726,977,,null
भूमि रेष्ट्रो,"बाँसबारी रोड, काठमाडौँ 44600",+97714512193,977,,null
ठमेल हाउस रेष्टुरेन्ट,"ठमेल मार्ग 1, काठमाडौँ 44600",+97714510388,977,https://hotelthamelhouse.com.np,null
Shuimter Korean Restaurant,"327/32, ठमेल मार्ग 29, काठमाडौँ 44600",+9779843095723,977,,null
Sam's One Tree Cafe,काठमाडौँ 44600,+97715343610,977,https://instagram.com,null
सिटी सेन्टर,"पशुपती सडक, काठमाडौँ 44605",+97714419363,977,,null
कैसर क्याफे,काठमाडौँ 44600,+9779748300064,977,https://baseraboutiquehotel.com.np,info@baseraboutiquehotel.com.np
IZAKAYA HOKKAIDO,"Radisson lane, काठमाडौँ 44600",+9779802343887,977,https://izakaya-hokkaido.com,null
सजन गोठ,काठमाडौँ 44600,+97714168674,977,https://sajangoth.com,null
