Title,Address,Phone,Website,Emails
La Pecora Bianca UWS,"359 Columbus Ave, New York, NY 10024, संयुक्त राज्य",12123009870,https://lapecorabianca.com,null
Tony's Di Napoli,"147 W 43rd St, New York, NY 10036, संयुक्त राज्य",12122210100,https://tonysnyc.com,null
Fumo Upper East Side,"1626 2nd Ave, New York, NY 10028, संयुक्त राज्य",16464299887,https://fumorestaurant.com,null
Italianissimo Ristorante,"307 E 84th St, New York, NY 10028, संयुक्त राज्य",12126288603,https://italianissimo.nyc,info@italianissimo.nyc;info@italianissimo.nycpowered
Barbaresco,"843 Lexington Ave #1, New York, NY 10065, संयुक्त राज्य",12125172288,https://barbarescorestaurant.com,info@barbarescorestaurant.com
Gabriel's Bar & Restaurant,"40 Central Park S, New York, NY 10019, संयुक्त राज्य",12129564600,https://gabrielsbarandrest.com,null
Briciola,"370 W 51st St, New York, NY 10019, संयुक्त राज्य",16466785763,https://briciolawinebar.com,info@briciolawinebar.com
Paola's,"1361 Lexington Ave, New York, NY 10128, संयुक्त राज्य",12127941890,https://paolasnyc.com,null
Bocca di Bacco,"836 9th Ave, New York, NY 10019, संयुक्त राज्य",12122658828,https://boccadibacconyc.com,null
Water & Wheat,"1379 3rd Ave, New York, NY 10075, संयुक्त राज्य",16464845054,https://waterandwheatnyc.com,null
Due,"1396 3rd Ave #1, New York, NY 10075, संयुक्त राज्य",12127723331,https://duenyc.com,null
Pappardella,"316 Columbus Ave, New York, NY 10023, संयुक्त राज्य",12125957996,https://pappardella.com,null
Fumo Upper West Side,"2791 Broadway, New York, NY 10025, संयुक्त राज्य",16468222921,https://fumorestaurant.com,null
Osteria 106,"53 W 106th St, New York, NY 10025, संयुक्त राज्य",16468337614,https://osteria106.com,null
Bad Roman,"3rd floor, 10 Columbus Cir, New York, NY 10019, संयुक्त राज्य",12129702033,https://badromannyc.com,null
Finestra,"1370 York Ave, New York, NY 10021, संयुक्त राज्य",12127178595,https://finestrarestaurant.com,null
Il Tinello,"16 W 56th St, New York, NY 10019, संयुक्त राज्य",12122454388,https://iltinellony.com,null
Uva,"1486 2nd Ave, New York, NY 10075, संयुक्त राज्य",12124724552,https://uvanyc.com,10075parties@uvanyc.com;parties@uvanyc.com
Arturo's,"1617 York Ave, New York, NY 10028, संयुक्त राज्य",12125354480,https://arturosny.com,-535-4480arturositalianrestaurant@gmail.compowered;arturositalianrestaurant@gmail.com
Luna Rossa,"347 E 85th St, New York, NY 10028, संयुक्त राज्य",12125173118,https://lunarossanyc.com,us212.517.3118lunarossanyc@gmail.comcopyright;ny212.517.3118lunarossanyc@gmail.comaboutmenusorder;info@redpeppernyc.com;lunarossanyc@gmail.com
Come Prima,"903 Madison Ave, New York, NY 10021, संयुक्त राज्य",12125177700,https://comeprimanyc.com,info@comeprimanyc.com;tel+1-212-517-7700inquiriesinfo@comeprimanyc.comreservations;1-212-517-7700inquiriesinfo@comeprimanyc.comreservations;517-7700info@comeprimanyc.com
Rampoldi New York,"49 W 64th St, New York, NY 10023, संयुक्त राज्य",12127991000,https://rampoldinyc.com,info@rampoldinyc.com
Wolf at Nordstrom NYC,"225 W 57th St, New York, NY 10019, संयुक्त राज्य",12122952184,https://nordstrom.com,null
Elio's,"1621 2nd Ave, New York, NY 10028, संयुक्त राज्य",12127722242,,null
Osteria al Doge,"142 W 44th St, New York, NY 10036, संयुक्त राज्य",12129443643,https://osteriaaldogenyc.com,info@osteriaaldogenyc.com;contactinfo@osteriaaldogenyc.com;contactinfo@osteriaaldogenyc.com1
Nocciola Ristorante,"237 E 116th St, New York, NY 10029, संयुक्त राज्य",16465595304,https://nocciolanyc.com,contact@nocciolanyc.com;-559-5304contact@nocciolanyc.compowered
83 1/2,"345 E 83rd St, New York, NY 10028, संयुक्त राज्य",12127378312,https://eighty-threeandahalf.com,null
Sistina,"24 E 81st St, New York, NY 10028, संयुक्त राज्य",12128617660,https://sistinany.com,10028sistina@sistinany.com
Gennaro Restaurant,"665 Amsterdam Ave, New York, NY 10025, संयुक्त राज्य",12126655348,https://gennaronyc.com,null
Lusardi's,"1494 2nd Ave, New York, NY 10075, संयुक्त राज्य",12122492020,https://lusardis.com,null
Pastitalia,"264 Lenox Ave, New York, NY 10027, संयुक्त राज्य",19175223434,https://pastitaliaus.com,null
Bosino Ristorante Italiano,"201 W 103rd St, New York, NY 10025, संयुक्त राज्य",16467558770,https://bosinonyc.com,bosinonyc@gmail.com;10025bosinonyc@gmail.com646;10025bosinonyc@gmail.com
Tiramisu,"1643 2nd Ave, New York, NY 10028, संयुक्त राज्य",12129889780,https://tiramisunyc.site,tiramisunyc1@gmail.comtiktok.com;tiramisunyc1@gmail.com
Via Quadronno,"25 E 73rd St, New York, NY 10021, संयुक्त राज्य",12126509880,https://viaquadronno.com,info@redpeppernyc.com
Uva Next Door,"1484 2nd Ave, New York, NY 10075, संयुक्त राज्य",19174727921,https://uvanextdoor.com,null
IL Postino,"133 E 61st St, New York, NY 10065, संयुक्त राज्य",12126880033,https://ilpostinonyc.com,null
Tarallucci e Vino Upper West Side,"475 Columbus Ave, New York, NY 10024, संयुक्त राज्य",12123625454,https://taralluccievino.net,782-7377amanda@taralluccievino.net
