Title,Address,Phone,country_code,Website,Emails
पोखरा थकाली भान्सा,"6X46+9H8, गौरी मार्ग, पोखरा 33700",+97761467379,977,,null
शेर्पा भान्सा (रेस्टुरेन्ट र बार),पोखरा 33700,+9779841313272,977,,null
Nepali Kitchen,"प्रगती मार्ग, पोखरा 33700",+9779846058289,977,,null
Puime Restaurant and Bar,"5XWF+7QJ, पोखरा 33700",+97761456050,977,https://facebook.com,null
Aqsa kitchen pokura,"6X7P+46F, नयाँ सडक, पोखरा 33700",+9779702481005,977,,null
The Grounds By Majestic Lakefront,"Lakeside Rd, पोखरा 33700",+97761591601,977,https://majesticlakefront.com,info@majesticlakefront.com
Trisara Pokhara,"6X64+5HM, पोखरा 33700",+97761461301,977,,null
Pandey Restaurant,"Lakeside Rd, पोखरा 33700",+9779846041161,977,,null
Pokhara Food Corner,"Lakeside Rd 6, पोखरा 33700",+9779816153686,977,,null
लान हुवा चिनिया रेष्टुरेन्ट,"6X46+G3Q, पोखरा 33700",+97761453797,977,,null
Kalsang Restaurant,"Lakeside Rd, पोखरा 33700",+9779802857888,977,https://kalsangrestaurants.com,kalsangfrdscorner@gmail.com
Krazy Gecko,"6XC3+G8F, Baidam Rd, पोखरा 33700",+9779841249081,977,https://m.facebook.com,null
Lazeez Halal Food,"Lakeside Rd 6, पोखरा 33700",+9779805849556,977,https://facebook.com,null
You and I,"Baidam Road, Lakeside Rd, पोखरा 33700",+9779860776276,977,https://facebook.com,null
You And Me Cafe and Restaurant,"Thado Pasal Path, पोखरा 33700",+9779846718096,977,,null
All In One Restaurant,"6X75+53H, पोखरा 33700",,NP,,null
360 SKY LOUNGE,"21, पोखरा 33700",+97761591025,977,,null
The Harbor,"6X46+9GP, पोखरा 33700",+97761463722,977,https://glacierboutique.com,glacierht@mail.com;info@glacierboutique.com
Nirvana Cafe,"Shanti path, पोखरा 33700",+9779806699904,977,,null
Methlang Food Home (best restaurant),"Methlang Marga, पोखरा 33700",+9779867663151,977,,null
New Fewa Restaurant,"Lakeside Rd, पोखरा 33700",+9779806667234,977,,null
SARDUBA TIBETAN RESTAURANT,पोखरा 33700,+9779820628284,977,https://instagram.com,null
CinderMint,"Lakeside Rd, पोखरा 33700",+9779802857555,977,,null
Anaki Restaurant & Bar,"Baidam Rd, पोखरा 33700",+9779856076324,977,https://anakibar.com.np,anakirestaurant@gmail.com
Japanese Restaurant FUJIYAMA,"Lakeside Rd 6, पोखरा 33700",+9779846520424,977,https://fujiyama.michikusa.jp,null
The Muglan Restaurant,"नयाँ सडक, पोखरा 33700",+97761553644,977,https://themuglan.com,null
Rest Point cafe and bar,"Bangladi, पोखरा 33700",+9779846546006,977,restpointcafebar.com,null
Irish Pub,"Lakeside Rd Lake, पोखरा 33700",+9779804140270,977,https://facebook.com,null
ए यम्:पि यम् क्याफे,"Shiva Mandir Marg, Lakeside Rd, पोखरा 33700",+97761456339,977,https://facebook.com,null
New Turkish & Nepali Kitchen Kabap House,"6X57+9H7, पोखरा 33700",+9779803926390,977,,null
आइ ब्लुज रेस्ट्रो,"Nayabazar Rd, पोखरा 33700",+97761544639,977,,null
PP Local Restaurant,पोखरा 33700,+97761463272,977,,null
Hot Sandwich Corner and Cheese Shop,"street no.15, pahari marga, Da Yatra St, पोखरा 33700",+9779846042078,977,,null
न्यू मारवाडी सेवा भोजनालय | Premium Veg Restaurant,"Medical line, पोखरा 33700",+97761574893,977,,null
ग्यालरी क्याफे,"Baidam Rd, पोखरा 33700",+9779826131016,977,,null
रोलिंग स्टोन्स रक बार,"6X64+MR3, Lakeside Rd, पोखरा 33700",+97761467496,977,,null
Tibetan Pema Restaurant,"28.207437,83.958582, पोखरा 33700",+97761451948,977,https://mydurable.com,null
पोताला तिबेतियन रेष्टुरेन्ट,पोखरा 33700,+9779817195609,977,,null
दुना टपरी भोजनालय,"6WGR+XVF, Panchase Marga, पोखरा 33700",+97761420063,977,,null
QUEEN FOREST RESTRO - BAR,"6X46+C76, Lakeside Rd, पोखरा 33700",+97761465357,977,,null
Gantavya Fast Food Restaurant,"16, पोखरा 33700",+9779805810064,977,,null
Khawa karpo restaurant,"The little Tibet cafe, पोखरा 00977",+9779826186629,977,,null
The Juicery Cafe,"opposite 3 sisters guesthouse Street No. 22A Bangladi, 33700",+9779823781787,977,https://thejuicerycafe.com,justacigar@hotmail.com;justacigar@hotmail.comjoin
Desi Tadka Multi Cuisine Restaurant,"6X67+V3G, पोखरा 33700",+97761454810,977,https://facebook.com,null
The Hills,"Gaira Pokhara, पोखरा 33700",+9779826138375,977,,null
Olive Tree Restaurant,"Street, पोखरा",+9779861780072,977,,null
पोखरा स्टेशन,"Nayabazar Rd 5, पोखरा 33700",+97761539072,977,,null
Cafe Camellia,पोखरा 33700,+9779814176338,977,,null
Paradiso Pokhara,"Lakeside Ward No.6, Baidam, पोखरा",+97761451675,977,https://paradisopokhara.com,paradisosportsbar@gmail.com
Cloud9 Restro & Lounge Bar,"Saleways Tower, 6TH Floor, पोखरा 33700",+97761577763,977,,null
Fish Tail Lodge by Annapurna,"Lakeside Rd, पोखरा 00977",+97761455071,977,https://fishtail-lodge.com,null
Sharma's unique Restaurant,"6XC5+22W, पोखरा 33700",+9779846257354,977,,null
Samrat Tandoori Restaurant,"Street 16 lakeside, पोखरा 33700",+97761457002,977,https://samrattandoori.com.np,dhakallokesh99@gmail.com
Nonion Italian & Mediterranean cuisine,पोखरा 33700,+9779846480985,977,,null
Lumuma,"Pokhara 6, Lakeside Rd Khahare, पोखरा 33700",+9779707300263,977,lumuma.com,null
कृष्णको भान्सा,"Happy Village , Khapaundi-2, पोखरा 33700",+9779814104754,977,,null
Lemon Grass Restaurant,"Baidam Rd, पोखरा 33700",+9779829162625,977,https://lemongrassrestaurant.com.np,null
Bodhi Suites Boutique Hotel and Spa,"6X55+QW8, Barahi Street, Lakeside Rd, पोखरा 33700",+97761457657,977,https://bodhisuites.com,info@bodhisuites.com
Cheli Thakali,पोखरा 33700,+9779856076099,977,,null
युरोप भोजनालय,"6XC5+43G, Baidam Rd, पोखरा 33700",,NP,,null
Nanglo Thakali Bhancha Ghar,"Dhikopatan 6 Pokhara lakeside, 33700",+9779806548216,977,,null
Himalayan Dorjee Restaurant,"Hallan chowk, पोखरा 33700",+97761590313,977,,null
Lamsal Bhansa Ghar,"Kharahe 6, Lakeside Street 19, पोखरा 33700",+9779803996352,977,,null
सेतो खरायो कफी,"Lakeside Rd, पोखरा 33700",+97761455455,977,https://facebook.com,null
कबाब राजा,पोखरा 33700,+9779817151501,977,,null
Fewa Thakali Bhanchha,"6X64+GWF, पोखरा 33700",+97761452478,977,,null
Fewa Lake Restaurant & Bar,"6X37+PX6, पोखरा 33700",+97761465395,977,,null
आँगन - चिप्लेढुंगा,"BBC Bhawan, Chiple Dhunga Rd, पोखरा 33700",+97761590153,977,,null
Annapurna Bhanchha,"Hallanchowk, पोखरा 33700",+9779841572162,977,,null
बुमर्याङ रेस्टुरेन्ट एण्ड बार,"6X54+WGC, Lakeside Rd, पोखरा 33700",+97761461412,977,,null
द क्युब कफी एण्ड क्याफे,"Pokhara Trade Mall, बुद्ध मार्ग, पोखरा 33700",+97761417004,977,,null
Chautari thakali Bhanchha Ghar,"Street No. 13, पोखरा 33700",+9779806715749,977,,null
द बोस बियर बार,"Lakeside Rd 6, पोखरा 33700",+9779856009999,977,,null
Pokhara Bhetghat Restaurant and Champaran Meat House,"6X6H+QQ4, पोखरा 33700",+9779845100003,977,,null
Pizmo Food Corner - Best Food in Pokhara,"Durbarthok Marga, पोखरा 33700",+9779805822126,977,https://bhoklayo.com,null
