Title,Address,Phone,Website,Emails
Veggies Natural juice bar and cafe,"1209 Nostrand Ave, Brooklyn, NY 11225, संयुक्त राज्य",13473651669,,null
Next Level Burger Brooklyn,"292 Ashland Pl, Brooklyn, NY 11217, संयुक्त राज्य",13476868070,https://nextlevelburger.com,null
Uptown Veg Bk,"364 Lewis Ave, Brooklyn, NY 11233, संयुक्त राज्य",17184843586,https://uptownvegnyc.com,null
Ava's Lifeline,"745 DeKalb Ave, Brooklyn, NY 11216, संयुक्त राज्य",19179665138,https://avaslifeline.net,avaslifeline@yahoo.com
Amituofo,"19 Bogart St, Brooklyn, NY 11206, संयुक्त राज्य",17183662288,https://amituofovegan.com,null
SluttyVegan Brooklyn,"690 Fulton St, Brooklyn, NY 11217, संयुक्त राज्य",17185763951,https://sluttyveganatl.com,null
Spread Love & Eat,"9110 Flatlands Ave, Brooklyn, NY 11236, संयुक्त राज्य",17182721934,https://spreadloveeat.com,null
Moss Vegan Bistro,"943 Carroll St, Brooklyn, NY 11225, संयुक्त राज्य",19297264765,,null
Verdure,"7804 Flatlands Ave, Brooklyn, NY 11236, संयुक्त राज्य",13476735954,,null
Italfari,"313 Utica Ave, Brooklyn, NY 11213, संयुक्त राज्य",17187747720,,null
Grilled! Plant-based to make you Smile!,"264 Suydam St, Brooklyn, NY 11237, संयुक्त राज्य",17184171670,https://grilledvegan.menu,null
Clementine Bakery,"395 Classon Ave, Brooklyn, NY 11238, संयुक्त राज्य",13472010944,https://clementinebakery.com,null
Bunna Cafe,"1084 Flushing Ave, Brooklyn, NY 11237, संयुक्त राज्य",13472952227,https://bunnaethiopia.net,events@bunnaethiopia.neteverything;events@bunnaethiopia.net
Meme's Healthy Nibbles,"707 Nostrand Ave, Brooklyn, NY 11216, संयुक्त राज्य",17184931375,https://memeshealthynibbles.com,null
Ginger House Vegan,"310 Ditmas Ave, Brooklyn, NY 11218, संयुक्त राज्य",18482813222,https://brooklyngingerhouse.com,null
Luanne's Wild Ginger Fort Greene,"235 DeKalb Ave, Brooklyn, NY 11205, संयुक्त राज्य",17186388868,https://luanneswildginger.com,null
Fatboy's Vegan Burgers,"537 Nostrand Ave, Brooklyn, NY 11216, संयुक्त राज्य",17184840191,https://fatboysveganburgers.com,null
Familiars Vegan Coffee Shop,"94 Ralph Ave, Brooklyn, NY 11221, संयुक्त राज्य",13472952574,https://familiarsbk.com,null
Vegetarian palate,"603 Washington Ave, Brooklyn, NY 11238, संयुक्त राज्य",17186238808,https://vegpalate.com,null
Buntopia,"994 Broadway, Brooklyn, NY 11221, संयुक्त राज्य",13474353660,https://buntopiany.com,null
Lakou Cafe,"195 Utica Ave, Brooklyn, NY 11213, संयुक्त राज्य",13472950566,https://lakoucafe.com,info@lakoucafe.com
Dao Palate,"329 Flatbush Ave, Brooklyn, NY 11217, संयुक्त राज्य",17186381995,https://daopalate.com,null
Beets Social Café,"2162 Fulton St, Brooklyn, NY 11233, संयुक्त राज्य",13474069396,https://brooklynbeetscafe.com,null
Luanne's Wild Ginger,"676 Franklin Ave, Brooklyn, NY 11238, संयुक्त राज्य",17189287668,https://luanneswildginger.com,null
Lucky Vegetarian,"5101 8th Ave, Brooklyn, NY 11220, संयुक्त राज्य",17188710399,https://luckyvege.com,null
SoulKofa Vegan Restaurant & Catering,"235 Ralph Ave, Brooklyn, NY 11233, संयुक्त राज्य",19179662476,https://soulkofa.net,soulkofa@gmail.com
BKLYN BLEND,"194 Tompkins Ave, Brooklyn, NY 11206, संयुक्त राज्य",17184842247,https://bklynblend.com,null
Govinda's Vegetarian Lunch,"305 Schermerhorn St, Brooklyn, NY 11217, संयुक्त राज्य",17188556714,https://facebook.com,null
White Maize,"277 Smith St, Brooklyn, NY 11231, संयुक्त राज्य",13479462493,https://whitemaizebk.com,946-2493kathy@whitemaizebk.comchelsea;kathy@whitemaizebk.com;205-3976gabriel@whitemaizebk.comkathy
sweetgreen,"50 Washington St, Brooklyn, NY 11201, संयुक्त राज्य",13477574900,https://sweetgreen.com,null
Modern Love Brooklyn,"317 Union Ave, Brooklyn, NY 11211, संयुक्त राज्य",19292980626,https://modernlovebrooklyn.com,null
Ital Fusion,"2085 Nostrand Ave, Brooklyn, NY 11210, संयुक्त राज्य",13473509816,https://facebook.com,null
Lotus Vegetarian,"2249 Church Ave, Brooklyn, NY 11226, संयुक्त राज्य",17184848797,https://lotusvegetarianny.com,null
LuAnne's Wild Ginger,"112 Smith St, Brooklyn, NY 11201, संयुक्त राज्य",17188583880,https://luanneswildginger.com,null
BEEPUBLIC,"181 Front St, Brooklyn, NY 11201, संयुक्त राज्य",,https://beepubliccoffee.com,filler@godaddy.comhomecaf;filler@godaddy.comordersmy
Vitall Fusion,"4705 Church Ave, Brooklyn, NY 11203, संयुक्त राज्य",19179942854,,null
FoodForNegus,"1031 Bergen St, Brooklyn, NY 11216, संयुक्त राज्य",13473657918,https://foodfornegus.com,null
Renegade Vegan,"200 Eastern Pkwy, Brooklyn, NY 11238, संयुक्त राज्य",16464665551,https://renegade-vegan.com,null
Organic Love,"313A Utica Ave, Brooklyn, NY 11213, संयुक्त राज्य",17187747720,,null
The Brooklyn Tree,"188 Montrose Ave, Brooklyn, NY 11206, संयुक्त राज्य",19179090307,https://thebrooklyntree.com,null
The Little Sweet Café,"77 Hoyt St, Brooklyn, NY 11201, संयुक्त राज्य",17188588998,https://instagram.com,null
Newtown,"55 Waterbury St, Brooklyn, NY 11206, संयुक्त राज्य",13479846215,https://newtownbk.com,newtownbk@gmail.com
Blendzville Cafe,"5 Sutter Ave, Brooklyn, NY 11212, संयुक्त राज्य",17183630905,,null
Chun Vegetarian,"582 Nostrand Ave, Brooklyn, NY 11216, संयुक्त राज्य",13476278080,https://chunvegetarian.com,null
sweetgreen,"127 Court St, Brooklyn, NY 11201, संयुक्त राज्य",13477676800,https://sweetgreen.com,null
MintPorch Cafe,"2123 Caton Ave, Brooklyn, NY 11226, संयुक्त राज्य",16466532872,https://mintporch.com,null
Bluestone Lane DUMBO Café,"55 Prospect St, Brooklyn, NY 11201, संयुक्त राज्य",17183746858,,null
Vineapple,"71 Pineapple St, Brooklyn, NY 11201, संयुक्त राज्य",13477991035,https://vineapple.cafe,hello@vineapple.cafework;hello@vineapple.cafe
Milk And Honey Cafe,"1119 Newkirk Ave, Brooklyn, NY 11230, संयुक्त राज्य",17185130441,https://milkandhoneycafeny.com,null
Lively Brooklyn,"396 7th Ave, Brooklyn, NY 11215, संयुक्त राज्य",19292823110,,null
Pure Bistro,"88 5th Ave, Brooklyn, NY 11217, संयुक्त राज्य",17169321512,https://purebistrobrooklyn.com,null
Lucky Vege House,"6016 7th Ave, Brooklyn, NY 11220, संयुक्त राज्य",13476893746,https://luckyvegehouse.com,null
The Concrete Jungle,"13 Jefferson St, Brooklyn, NY 11206, संयुक्त राज्य",13474602344,https://theconcretejungle.nyc,null
Brooklyn Standard 2,"766 Grand St, Brooklyn, NY 11211, संयुक्त राज्य",17182188810,https://brooklynstandarddeli.com,null
Plantega (Gold Organic Farm),"277 Gold St, Brooklyn, NY 11201, संयुक्त राज्य",17182462770,https://eatplantega.com,null
Lips Cafe,"1412 Nostrand Ave, Brooklyn, NY 11226, संयुक्त राज्य",13472404439,https://lipscafebk.com,usinquiries@lipscafebk.com
Screamer's Pizzeria,"685 Franklin Ave, Brooklyn, NY 11238, संयुक्त राज्य",17183139913,https://screamerspizzeria.com,null
HAAM Caribbean Plant Cuisine,"234 Union Ave, Brooklyn, NY 11211, संयुक्त राज्य",12122710110,https://healthyasamotha.com,healthyasamotha@gmail.com;11211healthyasamotha@gmail.com212;11211healthyasamotha@gmail.com;healthyasamotha@gmail.com212
Garden Carver,"187 Grand St, Brooklyn, NY 11211, संयुक्त राज्य",19179090558,https://gardencarver.com,null
Yellow Magnolia Café,"Botanic Garden, 990 Washington Ave, Brooklyn, NY 11225, संयुक्त राज्य",19296510465,https://yellowmagnoliacafe.com,null
Chez Alex,"72 Ralph Ave, Brooklyn, NY 11221, संयुक्त राज्य",17184844077,https://chezalexbrooklyn.com,null
Zatar Cafe & Bistro,"1294 Myrtle Ave, Brooklyn, NY 11221, संयुक्त राज्य",13476277641,https://zatar.nyc,null
Roots Cafe,"639 5th Ave, Brooklyn, NY 11215, संयुक्त राज्य",19293015535,https://rootsbrooklyn.com,null
Hibiscus Brew,"546 Flatbush Ave, Brooklyn, NY 11225, संयुक्त राज्य",13474046016,https://hibiscusbrew.co,null
Yafa Cafe,"4415 4th Ave, Brooklyn, NY 11220, संयुक्त राज्य",13474643999,https://yafabrooklyn.com,11220.hello@yafabrooklyn.com;hello@yafabrooklyn.com
Zen Vegetarian,"773 Flatbush Ave, Brooklyn, NY 11226, संयुक्त राज्य",17182822255,https://zenvegetarianny.com,null
Bricklyn Pizza,"1240 Hancock St, Brooklyn, NY 11221, संयुक्त राज्य",17187585858,https://bricklynpizza.com,bricklynpizzany@gmail.com
Couleur Café,"435 7th Ave, Brooklyn, NY 11215, संयुक्त राज्य",17187886600,https://couleurcafeny.com,info@couleurcafeny.com
Pitanga,"207 Starr St, Brooklyn, NY 11237, संयुक्त राज्य",17184561048,https://pitangabk.com,brazil@pitangabk.com
Plantega (Dean Organic Market),"486 Dean St, Brooklyn, NY 11217, संयुक्त राज्य",13479161782,https://eatplantega.com,null
PLANTA,"316 Wythe Ave, Brooklyn, NY 11249, संयुक्त राज्य",19173383845,https://plantarestaurants.com,null
IC Brooklyn Cafe,"117 Wilson Ave, Brooklyn, NY 11237, संयुक्त राज्य",17184503346,https://order.online,null
Casita of Brooklyn,"318 11th St, Brooklyn, NY 11215, संयुक्त राज्य",13478895849,https://casitaofbk.com,example@email.com
Patty Wagon Express,"29 Clinton Ave, Brooklyn, NY 11205, संयुक्त राज्य",13479159305,,null
Ursula Brooklyn,"387A Nostrand Ave, Brooklyn, NY 11216, संयुक्त राज्य",13473654905,https://ursulabk.com,null
maman,"154 Court St, Brooklyn, NY 11201, संयुक्त राज्य",13477253279,https://mamannyc.com,null
ZACA CAFE,"426 Marcus Garvey Blvd, Brooklyn, NY 11216, संयुक्त राज्य",17184432500,https://zacacafe.com,null
Brooklyn Brew Cafe,"310 79th St, Brooklyn, NY 11209, संयुक्त राज्य",13475787239,https://brooklynbrewcafe.com,null
Juice Press,"207 7th Ave, Brooklyn, NY 11215, संयुक्त राज्य",16469011326,https://juicepress.com,null
The New Nature's Grill,"283 Smith St, Brooklyn, NY 11231, संयुक्त राज्य",17188525100,https://naturesgrillcafe.getsauce.com,null
Zatar Cafe & Bistro,"1201 8th Ave, Brooklyn, NY 11215, संयुक्त राज्य",19292521287,https://zatar.nyc,null
House Party Cafe & Lounge,"1178 Bushwick Ave, Brooklyn, NY 11221, संयुक्त राज्य",17186760129,https://instagram.com,null
Tofubox,"632 Grand St, Brooklyn, NY 11211, संयुक्त राज्य",17183884232,https://tofuboxny.com,null
Choice Market,"318 Lafayette Ave, Brooklyn, NY 11238, संयुक्त राज्य",17182305234,https://choicebrooklyn.com,choicebrooklyn@gmail.com
Cafe Nube,"940 4th Ave, Brooklyn, NY 11232, संयुक्त राज्य",16462263844,,null
Guevara's,"319 Kent Ave, Brooklyn, NY 11249, संयुक्त राज्य",12013770034,https://guevaras.com,null
Plantega (Broadway Organic Deli & Grill),"799 Broadway, Brooklyn, NY 11206, संयुक्त राज्य",13475336103,https://eatplantega.com,null
The Butcher's Daughter,"271 Metropolitan Ave, Brooklyn, NY 11211, संयुक्त राज्य",13477631421,https://thebutchersdaughter.com,hollywood310-707-1630melrose@thebutchersdaughter.com;nolita212-219-3434bd.nolita@thebutchersdaughter.comwilliamsburg347-763-1421bd.brooklyn;thebutchersdaughter.comvenice310-981-3004bd.venice@thebutchersdaughter.comwest
FalafaLafa,"3115 Avenue U, Brooklyn, NY 11229, संयुक्त राज्य",13477785262,https://falafalafa.getsauce.com,null
Juice Press,"124 Montague St, Brooklyn, NY 11201, संयुक्त राज्य",16469011303,https://juicepress.com,null
Principles GI Coffee House,"139 9th St, Brooklyn, NY 11215, संयुक्त राज्य",13472184290,https://principlesbk.nyc,347-218-4290katie@principlesbk.nyc;katie@principlesbk.nyc
Brooklyn Kolache,"520 DeKalb Ave, Brooklyn, NY 11205, संयुक्त राज्य",17183981111,https://brooklynkolache.com,info@brooklynkolache.combottom;info@brooklynkolache.com
A&O Imperial Grocery,"550 Howard Ave, Brooklyn, NY 11233, संयुक्त राज्य",13472408992,https://aoimperialgrocery.com,null
Cafe Madeline,"1603 Cortelyou Rd, Brooklyn, NY 11226, संयुक्त राज्य",,https://cafemadeline.square.site,null
Citrico,"681 Washington Ave, Brooklyn, NY 11238, संयुक्त राज्य",13479554519,https://citricobrooklyn.com,null
Salt & Pepper Deli & Grill,"854 Bushwick Ave, Brooklyn, NY 11221, संयुक्त राज्य",17184840883,https://saltandpepperdeliandgrill.com,null
TACOZONE SUNSET PARK,"3917 4th Ave, Brooklyn, NY 11232, संयुक्त राज्य",13476892287,https://ordertacozonesunsetpark.com,null
Yardsale cafe,"620 5th Ave, Brooklyn, NY 11215, संयुक्त राज्य",19294770167,https://yardsalebk.com,null
