Title,Address,Phone,Website,Emails
Le Coucou,"138 Lafayette St, New York, NY 10013, संयुक्त राज्य",12122714252,https://lecoucou.com,lecoucou.events@starr-restaurant.com;lecoucou.press@starr-restaurants.com;lecoucou.reservations@starr-restaurant.com;lecoucou.press@starr-restaurant.com;lecoucou.info@starr-restaurants.com;lecoucou.marketing@starr-restaurants.com;lecoucou.marketing@starr-restaurant.com;lecoucou.info@starr-restaurant.com;lecoucou.events@starr-restaurants.com
Catch NYC,"21 9th Ave, New York, NY 10014, संयुक्त राज्य",12123925978,https://catchrestaurants.com,null
Raoul's,"180 Prince St, New York, NY 10012, संयुक्त राज्य",12129663518,https://raouls.com,alice@raouls.com;alice@raouls.comexecutive;david@raouls.com;info@raouls.comjob;jobs@raouls.comaccounts;jobs@raouls.com;info@raouls.com
HORTUS NYC,"271 5th Ave, New York, NY 10016, संयुक्त राज्य",16468583784,https://hortusnyc.com,info@hortusnyc.com
Lucciola,"621 Amsterdam Ave, New York, NY 10024, संयुक्त राज्य",13475361335,https://lucciolanyc.com,reservation@lucciolanyc.com;info@lucciolanyc.com;contactinfo@lucciolanyc.comreservation
Yemeni Restaurant NYC,"377 W 125th St, New York, NY 10027, संयुक्त राज्य",16467915022,https://yemenirestaurantnyc.com,null
Trinity Place,"115 Broadway, New York, NY 10006, संयुक्त राज्य",12129640939,https://trinityplacenyc.com,-964-0939contact@trinityplacenyc.com;-964-0939contact@trinityplacenyc.compowered;contact@trinityplacenyc.com
Salinas Restaurant,"136 9th Ave, New York, NY 10011, संयुक्त राज्य",12127761990,https://salinasnyc.com,null
53,"53 W 53rd St, New York, NY 10019, संयुक्त राज्य",16465353994,https://53-nyc.com,53@foxglovecommunications.com;info@53-nyc.com.media;jobs@53-nyc.com;reserve@ba53ment.com;53@foxglovecommunications.comnewslettersign;info@53-nyc.com
Schilling Restaurant & Bar,"109 Washington St, New York, NY 10006, संयुक्त राज्य",12124061200,https://schillingnyc.com,eat@schillingnyc.com;406-1200eat@schillingnyc.com109;406-1200eat@schillingnyc.com
Tucci New York City,"643 Broadway, New York, NY 10012, संयुक्त राज्य",19178311401,https://tuccinyc.com,null
Benoit New York,"60 W 55th St, New York, NY 10019, संयुक्त राज्य",16469437373,https://benoitny.com,null
RH Rooftop Restaurant at RH New York,"9 9th Ave, New York, NY 10014, संयुक्त राज्य",12122172210,https://rh.com,null
Wolf at Nordstrom NYC,"225 W 57th St, New York, NY 10019, संयुक्त राज्य",12122952184,https://nordstrom.com,null
Kochi,"652 10th Ave, New York, NY 10036, संयुक्त राज्य",16464787308,https://kochinyc.com,info@kochinyc.com
Oceana,"120 W 49th St, New York, NY 10020, संयुक्त राज्य",12127595941,https://oceanarestaurant.com,null
Āne Bar & Restaurant NYC - Patio | Fine Dining | Rooftop Vibes | Best Outdoor Seating in NYC,"326 W 37th St, New York, NY 10018, संयुक्त राज्य",12129330310,https://anerestaurant.com,contact@example.com
Buena Vista Restaurant & Bar,"536 9th Ave, New York, NY 10018, संयुक्त राज्य",12123885040,https://buenavistahellskitchen.com,info@buenavistany.com
Per Se,"10 Columbus Cir, New York, NY 10019, संयुक्त राज्य",12128239335,https://thomaskeller.com,null
Cafe Mogador,"101 St Marks Pl, New York, NY 10009, संयुक्त राज्य",12126772226,https://cafemogador.com,cafemogador101@gmail.com;states212-677-2226cafemogador101@gmail.com
ThongLor New York,"789 9th Ave, New York, NY 10019, संयुक्त राज्य",12125615692,https://thonglor.nyc,thonglornyc789@gmail.com
The Calaveras NYC,"949 Columbus Ave, New York, NY 10025, संयुक्त राज्य",16464846533,https://thecalaverasnyc.com,null
O'Hara's Restaurant and Pub,"120 Cedar St, New York, NY 10006, संयुक्त राज्य",12122673032,https://oharasrestaurantandpub.site,support@harasrestaurantandpub.setrush.net
Buena Vista Restaurant & Bar,"536 9th Ave, New York, NY 10018, संयुक्त राज्य",12123885040,https://buenavistahellskitchen.com,info@buenavistany.com
Buddakan,"75 9th Ave, New York, NY 10011, संयुक्त राज्य",12129896699,https://buddakannyc.com,buddakannyc.info@starr-restaurants.com;buddakannyc.marketing@starr-restaurant.com;buddakannyc.marketing@starr-restaurants.com;buddakannyc.events@starr-restaurants.com;buddakannyc.press@starr-restaurants.com;buddakannyc.press@starr-restaurant.com;buddakannyc.info@starr-restaurant.com
I Sodi,"314 Bleecker St, New York, NY 10014, संयुक्त राज्य",12124145774,https://isodinyc.com,info@isodinyc.com
The Consulate UWS,"519 Columbus Ave, New York, NY 10024, संयुक्त राज्य",16467819288,https://uws.theconsulate.nyc,jana@3dprmarketing.compowered;-781-9288contact@theconsulate.nyc;contact@theconsulate.nyc;jana@3dprmarketing.com
Valla Table,"641 10th Ave, New York, NY 10036, संयुक्त राज्य",12122454601,https://vallatable.com,vallatable@gmail.com
La Voglia NYC,"1645 3rd Ave, New York, NY 10128, संयुक्त राज्य",12124170181,https://lavoglianyc.com,info@lavoglianyc.com;-417-0181info@lavoglianyc.compowered
TAO Downtown Restaurant,"92 9th Ave, New York, NY 10011, संयुक्त राज्य",12128882724,https://taogroup.com,null
IL Punto,"507 9th Ave, New York, NY 10018, संयुक्त राज्य",12122440088,https://ilpuntorestaurant.com,20inquiries@ilpuntonyc.com;inquiries@ilpuntonyc.com;%20inquiries@ilpuntonyc.com
The Smith,"1150 Broadway, New York, NY 10001, संयुक्त राज्य",12126854500,https://thesmithrestaurant.com,null
Reyna New York,"11 E 13th St, New York, NY 10003, संयुक्त राज्य",19172591300,https://reynanewyork.com,info@reynanewyork.com
Crown Shy,"70 Pine St Ground Floor, New York, NY 10005, संयुक्त राज्य",12125171932,https://crownshy.nyc,null
Vic's,"31 Great Jones St, New York, NY 10012, संयुक्त राज्य",12122535700,https://vicsnewyork.com,null
NAR Modern Turkish Cuisine,"34 E 20th St #3, New York, NY 10003, संयुक्त राज्य",19173883195,https://narrestaurant.nyc,contact@narrestaurant.nyc;contact@narrestaurant.nyc34
DK Restaurant NYC,"207 W 36th St., New York, NY 10018, संयुक्त राज्य",12126955220,https://dkrestaurantnyc.com,695-5220dkrestaurantnyc@gmail.com;dkrestaurantnyc@gmail.com
Carriage House NYC,"142 W 10th St, New York, NY 10014, संयुक्त राज्य",16465245222,https://chnyc.com,contact@chnyc.com
Buena Vista Restaurant & Bar,"536 9th Ave, New York, NY 10018, संयुक्त राज्य",12123885040,https://buenavistahellskitchen.com,info@buenavistany.com
Āne Bar & Restaurant NYC - Patio | Fine Dining | Rooftop Vibes | Best Outdoor Seating in NYC,"326 W 37th St, New York, NY 10018, संयुक्त राज्य",12129330310,https://anerestaurant.com,contact@example.com
Laut,"15 E 17th St, New York, NY 10003, संयुक्त राज्य",12122068989,https://lautnyc.com,info@lautnyc.com
Friedman's Herald Square,"138 W 31st St, New York, NY 10001, संयुक्त राज्य",12129719400,https://friedmansrestaurant.com,null
Sevilla,"62 Charles St, New York, NY 10014, संयुक्त राज्य",12129293189,https://sevillarestaurantandbar.com,null
Market Table,"54 Carmine St, New York, NY 10014, संयुक्त राज्य",12122552100,https://markettablenyc.com,hello@markettablenyc.com;reservations@markettablenyc.com
Frenchette,"241 W Broadway, New York, NY 10013, संयुक्त राज्य",12123343883,https://frenchettenyc.com,null
The Capital Grille,"120 W 51st St, New York, NY 10020, संयुक्त राज्य",12122460154,https://thecapitalgrille.com,null
Dirty French New York,"180 Ludlow St, New York, NY 10002, संयुक्त राज्य",12122543000,https://dirtyfrench.com,groupsreservations@dirtyfrench.comfacebookinstagram;reservations@dirtyfrench.com
Guantanamera,"939 8th Ave, New York, NY 10019, संयुक्त राज्य",12122625354,https://guantanamerany.com,null
Street Bites NYC,"1221 6th Ave, New York, NY 10020, संयुक्त राज्य",,,null
SAINT RESTAURANT BAR & SPEAKEASY,"136 2nd Ave, New York, NY 10003, संयुक्त राज्य",13475889817,https://saintny.com,events@saintny.compowered;events@saintny.com
The Palm – New York,"250 W 50th St, New York, NY 10019, संयुक्त राज्य",12123337256,https://thepalm.com,null
San Carlo Osteria Piemonte,"90 Thompson St, New York, NY 10012, संयुक्त राज्य",12126251212,https://sancarlonyc.com,info@sancarlonyc.com
