Title,Address,Phone,Website,Emails
वेस्ट्रन तन्दूरी एण्ड नान हाउस,"अमृत मार्ग, काठमाडौँ 44600",9818801346,,null
Yala Cafe & Coffee Shop,"Kwabahal, ठमेल मार्ग, काठमाडौँ 44600",015367554,https://yalacafe.com,null
ओआर2के रेस्टुरेन्ट,"Mandala Street, काठमाडौँ 44600",014522097,,null
नमस्ते क्याफे र बार,"नरसिंह चोक मार्ग, काठमाडौँ 44600",9849083849,https://facebook.com,null
Graveaty Restaurant and Bar,"छुस्या गल्ली, काठमाडौँ 44600",015913958,,null
Croissant Cafe,"Prasuti Griha Marga, काठमाडौँ 44600",9749466543,https://facebook.com,null
Mustang Thakali By State III,"Ananda Bhawan, Uttar Dhoka Rd, काठमाडौँ 44600",9801876359,,null
Mulchowk Restaurant,"टंक प्रसाद घुम्ती सडक, काठमाडौँ 44600",015914672,https://mulchowkrestaurant.com,chowkres@gmail.com
Fast Food Newari Khaja Ghar,"P84F+7X3, काठमाडौँ 44600",9860068728,,null
Restaurant Nepal,"P86F+RRQ, काठमाडौँ 44600",,,null
यान्गलिंग तिब्बती रेस्टुरेन्ट,"Kaldhara Marg, काठमाडौँ 44600",015357408,https://facebook.com,null
नमस्ते क्याफे र बार,"नरसिंह चोक मार्ग, काठमाडौँ 44600",9849083849,https://facebook.com,null
Krishnarpan Restaurant,"Battisputali Rd, काठमाडौँ 44600",014479488,https://dwarikas.com,null
वन र प्लेट,"Mandala Street, काठमाडौँ 44600",014701161,,null
Paleti Bhanchha Ghar,"JP Rd, काठमाडौँ 44600",015312911,,null
Mustang Thakali By State III,"Ananda Bhawan, Uttar Dhoka Rd, काठमाडौँ 44600",9801876359,,null
वेस्ट्रन तन्दूरी एण्ड नान हाउस,"अमृत मार्ग, काठमाडौँ 44600",9818801346,,null
प्लेसेज रेष्ट्रो एण्ड बार,"चाक्सीवारी मार्ग, काठमाडौँ 44600",015914599,,null
Graveaty Restaurant and Bar,"छुस्या गल्ली, काठमाडौँ 44600",015913958,,null
मेला रेष्टुरा,"Tangal Marg Road Besides Hyundai Showroom, 44604",014544441,,null
The Delicious Pizza House Nepal,"पकनाजोल मार्ग, काठमाडौँ 20132",015350799,,null
ओआर2के रेस्टुरेन्ट,"Mandala Street, काठमाडौँ 44600",014522097,,null
Nepal House Restaurant,"Hattisar-01, काठमाडौँ",015902194,https://nepalhouse.com.np,null
Yala Cafe & Coffee Shop,"Kwabahal, ठमेल मार्ग, काठमाडौँ 44600",015367554,https://yalacafe.com,null
T's your palate,"Z Street, काठमाडौँ 44600",9802264388,https://tspalate.com,info@tspalate.com;info@email.com
काठमाडौं फास्ट फूड,"पशुपती सडक, काठमाडौँ 44600",014517483,https://kathmandufastfood.com.np,null
डल्ले रेष्टुरा,"तिनधारा मार्ग, काठमाडौँ 44600",014511302,https://dalle.com.np,null
Crossroads Thakali Bhanchha,"Kulratna Marg, काठमाडौँ 44600",9846492896,,null
Utse Restaurant & Bar,"अमृत मार्ग, काठमाडौँ 44600",015353417,https://utsehotel.com,hotelutse@gmail.com
,,,,null
Attic,"Aananda Bhairab Marg, काठमाडौँ 44600",014517843,https://attic.com.np,null
Le Trio Restaurant & Bar,"नारायणहिटी पथ, काठमाडौँ 44600",014535440,,null
Gaia Restaurant & Coffee Shop,काठमाडौँ 44600,9851230448,https://gaia-restaurant.com,gaiarestaurantnp@gmail.com
PanAsian KTM,"Teendhara Marg, काठमाडौँ 44600",9847466367,https://m.facebook.com,null
Bhojan Unlimited,"Jyoti Nagar Rd 10, Kathmandu 97700",9851280033,https://bhojanunlimited.com,bhojanunlimited2021@gmail.com
ब्लुबेरी किचन,"पकनाजोल मार्ग, काठमाडौँ 44600",015316959,https://blueberry-kitchen.com,info@blueberry-kitchen.com
मोती महल,"दरवार मार्ग, काठमाडौँ 44600",015322189,,null
Tukche Thakali Kitchen,"Gairidhara Rd, काठमाडौँ 44600",014512462,,null
ठमेल हाउस रेष्टुरेन्ट,"ठमेल मार्ग 1, काठमाडौँ 44600",014510388,https://hotelthamelhouse.com.np,null
रोडहाउस क्याफे,"Chaksibari Road, काठमाडौँ 44600",015367885,https://instagram.com,null
Spice Route Restaurant,काठमाडौँ 44600,015351404,https://spiceroute.com.np,spiceroute.np@gmail.com
Carpe Diem Lounge & Bakery | Top Restaurant in Kathmandu,"Paknajol-16, Kaldhara Peepalbot, Thamel, Kathamandu 00977",014989042,https://carpediemloungebakery.com,null
Himalayan Green Leaves Restaurant and Bar,काठमाडौँ 44600,014533002,,null
एलिस भोजनालय,"Gairidhara Rd, काठमाडौँ 44616",014529207,https://alicerestaurant.com.np,null
एलिस भोजनालय,"दरवार मार्ग, काठमाडौँ 44600",5357318,https://alicerestaurant.com.np,null
Dalo Restaurant,"Tanka Prasad Ghumti Sadak, काठमाडौँ 44600",015705690,https://facebook.com,null
Kantipur Authentic Restaurant,काठमाडौँ 44600,015350614,,null
Regal Flavors Restro and Bar,"दरवार मार्ग, काठमाडौँ 44700",9841387325,https://regalflavors.com,null
हलाल खाजा घर,"P85F+9C6, Dhotidhara Marg, काठमाडौँ 44600",,,null
Paru Thakali Kitchen,काठमाडौँ 44600,9845992550,,null
Edamame,"मनकामना मार्ग, काठमाडौँ 44600",9801228992,https://marriott.com,null
Newa MoMo Restaurant,"Kwabahal, ठमेल मार्ग 38, काठमाडौँ 44600",9818682572,,null
Mazaaj Restaurant & Sheesha Lounge,काठमाडौँ 44600,9801009959,,null
रोजमेरी किचेन एण्ड कफी,"P865+PRM, JP Rd, काठमाडौँ 44600",015326066,https://rosemarykitchen.com.np,rosemarykitchenktm@gmail.com
फाएर एण्ड आईस पिज्जेरिया,काठमाडौँ 44600,015350210,https://fireandicepizzeria.com,fireandicepizzeria@hotmail.com
गोकर्ण हाउस रेस्टुरेन्ट,"P875+H9X, पकनाजोल मार्ग, काठमाडौँ 44600",9851125702,https://gokarnahouse.com,null
Zam Zam Halal Restaurant,"P848+6V2, काठमाडौँ 44600",9840215300,,null
Calm Restro & Bar,"Tangal Marg 1, काठमाडौँ 44600",014543904,,null
कोटो रेष्टुरेन्ट,काठमाडौँ 44600,015320346,,null
Tibetan and Nepali Kitchen,"P876+V2X, काठमाडौँ 44600",9841451986,,null
Zarqa Grill & Rice,"दरवार मार्ग, काठमाडौँ 44600",9802349613,https://zarqagrill.com,info@zarqagrill.com
K-Too! Beer & Steakhouse,"Tourism Street, काठमाडौँ 44600",9841222133,https://ktoo.com.np,null
मुगल एम्पायर मल्टी कुशन,"Lazimpat Rd, काठमाडौँ 44600",9818439393,,null
Nagomi Japanese Restaurant,"JP Rd, काठमाडौँ 44600",015349053,,null
New Orleans Cafe,"चाक्सीवारी मार्ग 338/19, काठमाडौँ 44600",014700736,,null
Marcopolo Restaurant,"1st Floor, Chhaya Center, काठमाडौँ",015252282,https://marcopolo-restaurant.com,null
Dechenling Garden Restaurant,"केशर महल मार्ग, काठमाडौँ 44600",014512158,https://facebook.com,null
Gilingche Tibetan Restaurant,"ठमेल मार्ग, काठमाडौँ 44600",014510026,,null
दाल भात नेपाली भान्छा,"Lazimpat Rd, काठमाडौँ 44600",014410077,,null
Nandan Foods Nepal,"Pyukha Marg, काठमाडौँ 44600",015341498,,null
रोयल गार्डेन,"P887+2MM, केशर महल मार्ग, काठमाडौँ 44600",014444125,https://oasiskathmanduhotel.com,info@oasiskathmanduhotel.com;mail@oasiskathmanduhotel.com
Tukche Thakali Kitchen,"Gairidhara Rd, काठमाडौँ 44600",014512462,,null
Crossroads Thakali Bhanchha,"Kulratna Marg, काठमाडौँ 44600",9846492896,,null
ला बेला रेष्ट्राे एण्ड बार,"चाक्सीवारी मार्ग, काठमाडौँ 44600",9765979649,,null
The Ship Restaurant Bar and Lounge,"P887+W2W, अमृत मार्ग, गा हिटी सडक, काठमाडौँ 44600",014412561,,null
कोटो रेष्टुरेन्ट,काठमाडौँ 44600,015320346,,null
लभिङ्ग हर्ट भेगान रेस्टुरेन्ट,"opposite 10X club, चाक्सीवारी मार्ग, काठमाडौँ 44600",9813738956,https://lovingheartveganrestaurant.com,null
Satkar Vegetarian Restaurant,"Chibahal, काठमाडौँ 44600",015367302,,null
Fast Food Newari Khaja Ghar,"P84F+7X3, काठमाडौँ 44600",9860068728,,null
Spice Route Restaurant,काठमाडौँ 44600,015351404,https://spiceroute.com.np,spiceroute.np@gmail.com
PanAsian KTM,"Teendhara Marg, काठमाडौँ 44600",9847466367,https://m.facebook.com,null
"Piano Piano, Lazimpat - Best Italian Restaurant In Kathmandu",काठमाडौँ 44600,014529392,https://nomad.com.np,fnb@nomad.com.np;bookings@nomad.com.np;sales@nomad.com.np
रोडहाउस कॅफे,"Stupa, काठमाडौँ 44600",014916446,https://instagram.com,null
DAAWAT INDIAN CUISINE,"अमृत मार्ग, काठमाडौँ 44699",9813968104,,null
Regal Flavors Restro and Bar,"दरवार मार्ग, काठमाडौँ 44700",9841387325,https://regalflavors.com,null
Green Organic Cafe,"P876+P3V, जे. पि रोड, काठमाडौँ 44600",014215726,,null
Gangaur Fine Dining,"P85C+WGX, काठमाडौँ 44600",014444899,,null
BlackBird,"Black Bird, काठमाडौँ 44600",9808707399,https://blackbirdnepal.com,null
