Title,Address,street,city,postal_code,Phone,Country,Website,Email,mobile_number,whatsapp_number,email_contacted,phone_mobile_contacted,whatsapp_contacted,sure_shots,potentials_already_have,meeting_fixed,leads_converted,follow_up,comment
Bhetwal Trade & Export,"P865+MQV, JP Rd, काठमाडौँ 44600","P865+MQV, JP Rd",काठमाडौँ,44600,+97714262764,NP,https://hazuur.com,null,null,null,false,false,false,null,,false,false,null,
Freak Street Garment Industries,"P72J+55X, नागार्जुन 44600",P72J+55X,नागार्जुन,44600,+97715233016,NP,null,null,null,null,false,false,false,null,,false,false,null,
Lamuse Clothing,"Banasthali, काठमाडौँ 44600",Banasthali,काठमाडौँ,44600,+9779804957889,NP,null,null,null,null,false,false,false,null,,false,false,null,
original design garment industries,"Naya Bazaar Rd, काठमाडौँ 44600",Naya Bazaar Rd,काठमाडौँ,44600,+97714382874,NP,null,null,null,null,false,false,false,null,,false,false,null,
ArmA Fashion Industry,"sanobharyang चक्रपथ, काठमाडौँ 44600",sanobharyang चक्रपथ,काठमाडौँ,44600,+9779801892005,NP,https://armafashionnepal.net,null,null,null,false,false,false,null,,false,false,null,
Human Fit Craft - Jamal,"Shop no 7, Biswojyoti Mall, Central Region, Jamal Rd, काठमाडौँ 44600","Shop no 7, Biswojyoti Mall, Central Region, Jamal Rd",काठमाडौँ,44600,+97715326077,NP,https://humanfitcraft.com,info@humanfitcraft.com,+97715326077,null,false,false,false,null,,false,false,null,
नेपाल को नम्बर १ शर्टिंग र सूटिंग,"chaya devi complex, काठमाडौँ 44600",chaya devi complex,काठमाडौँ,44600,+9779851091293,NP,https://mdsbespoketailor.com,contact@mdsbespoketailor.com,+9779851091293,null,false,false,false,null,,false,false,null,
Moringa Garment And Traders PVT LTD,"Bagmati, काठमाडौँ 44600",Bagmati,काठमाडौँ,44600,+9779861344799,NP,null,null,null,null,false,false,false,null,,false,false,null,
Shivapuri Clothing Industry,"P885+4J8, सात घुम्ती मार्ग, काठमाडौँ 44600","P885+4J8, सात घुम्ती मार्ग",काठमाडौँ,44600,+97714361098,NP,null,null,null,null,false,false,false,null,,false,false,null,
GOFI ( Generation of Fashion Industry),कीर्तिपुर 44600,,कीर्तिपुर,44600,+9779840003435,NP,null,null,null,null,false,false,false,null,,false,false,null,
आनन्दित पहनता,"29 पर्यटन मार्ग, काठमाडौँ 44600",29 पर्यटन मार्ग,काठमाडौँ,44600,+97714700835,NP,https://rejoicewears.com,null,null,null,false,false,false,null,,false,false,null,
Diamond Knitland,"305 स्वयम्भु मार्ग, काठमाडौँ 44600",305 स्वयम्भु मार्ग,काठमाडौँ,44600,+9779851024416,NP,https://diamondknitland.com,null,null,null,false,false,false,null,,false,false,null,
पिनट्स प्रा. लि.,"Ground Floor, Ratna Plaza, नयाँ सडक, काठमाडौँ 44600","Ground Floor, Ratna Plaza, नयाँ सडक",काठमाडौँ,44600,+97715346148,NP,null,null,null,null,false,false,false,null,,false,false,null,
फ्रेण्डली पश्मिना एक्सपोर्ट,"P876+GG3, ठमेल मार्ग, काठमाडौँ 44600","P876+GG3, ठमेल मार्ग",काठमाडौँ,44600,+97714266814,NP,https://friendly-export.com,null,null,null,false,false,false,null,,false,false,null,
Unio Exports,"TARKESHWOR 5 LOLANG, काठमाडौँ 44600",TARKESHWOR 5 LOLANG,काठमाडौँ,44600,+9779841385232,NP,https://unioexports.com,unioganesh@gmail.com,+9779841385232,+9779841385232,false,false,false,null,,false,false,null,
khushi new leather fashion,"पकनाजोल मार्ग, काठमाडौँ 44600",पकनाजोल मार्ग,काठमाडौँ,44600,+9779803582697,NP,null,null,null,null,false,false,false,null,,false,false,null,
Laconic Fashion Nepal,"P72Q+WC7, काठमाडौँ 44600",P72Q+WC7,काठमाडौँ,44600,+9779849637234,NP,https://laconicnepal.com,laconicfashion2019@gmail.com,+97733538214,null,false,false,false,null,,false,false,null,
Prapti Fashion Store Pvt.Ltd,काठमाडौँ 44600,,काठमाडौँ,44600,+9779869247788,NP,https://praptifashionstore.shop,null,null,null,false,false,false,null,,false,false,null,
Basemark Gongabu,"गोंगबुँ चक्रपथ ट्राक दक्षिण, काठमाडौँ 44600",गोंगबुँ चक्रपथ ट्राक दक्षिण,काठमाडौँ,44600,+9779820202141,NP,https://basemarkonline.com,null,null,null,false,false,false,null,,false,false,null,
Juju Wears Jhamsikhel,ललितपुर 44600,,ललितपुर,44600,+97715441225,NP,https://jujuwearsnepal.com,null,null,null,false,false,false,null,,false,false,null,
LOGO - Made in Nepal,"P84G+64M, काठमाडौँ 44600",P84G+64M,काठमाडौँ,44600,+9779802072334,NP,https://logo-madeinnepal.com,null,null,null,false,false,false,null,,false,false,null,
कश्मीरी हाउस,"लायकू मार्ग, काठमाडौँ 44600",लायकू मार्ग,काठमाडौँ,44600,+9779851071304,NP,https://cashmerehousenepal.com,null,null,null,false,false,false,null,,false,false,null,
Hathi Ghoda Clothing,"भग्वती मार्ग, काठमाडौँ 44600",भग्वती मार्ग,काठमाडौँ,44600,+9779813898605,NP,https://hathighoda.com,null,+9779813898605,+9779813898605,false,false,false,null,,false,false,null,
नेपाल सिल्क,काठमाडौँ 44600,,काठमाडौँ,44600,+97714958498,NP,https://nepal-silk.com,null,null,null,false,false,false,null,,false,false,null,
OO-TO The Cashmere Store - Lazimpat (Previously Known as Tara Oriental),काठमाडौँ 44600,,काठमाडौँ,44600,+9779851156288,NP,https://oo-to.com,info@taraoriental.com,null,null,false,false,false,null,,false,false,null,
भद्रकाली स्पोर्टस & जेनेरल सप्लायर्स,"Bhadrakali Road, काठमाडौँ 44600",Bhadrakali Road,काठमाडौँ,44600,+97714256700,NP,null,null,null,null,false,false,false,null,,false,false,null,
जादू प्रिंट,"निष्ठानन्द मार्ग, काठमाडौँ 44600",निष्ठानन्द मार्ग,काठमाडौँ,44600,+9779801205749,NP,null,null,null,null,false,false,false,null,,false,false,null,
जर्सी पसल नेपाल प्रा.लि.,"न्यूरोड कम्पलेक्स, New Road, काठमाडौँ 44600","न्यूरोड कम्पलेक्स, New Road",काठमाडौँ,44600,+97715321423,NP,https://jerseypasalnepal.com,thejerseypasal@gmail.com,+97714436740,+9779845118514,false,false,false,null,,false,false,null,
Eve - Best Women's Clothing Store in Kathmandu,"P876+PGW, Thamel Marg, काठमाडौँ 44600","P876+PGW, Thamel Marg",काठमाडौँ,44600,+9779846205022,NP,https://evewomens.com,null,null,null,false,false,false,null,,false,false,null,
Nyptra,"M7WX+R6X, विश्वविद्यालय पथ, काठमाडौँ 44614","M7WX+R6X, विश्वविद्यालय पथ",काठमाडौँ,44614,+9779864391291,NP,null,null,null,null,false,false,false,null,,false,false,null,
नेपाली दाैरा सुरुवाल,काठमाडौँ 44600,,काठमाडौँ,44600,+9779849180522,NP,null,null,null,null,false,false,false,null,,false,false,null,
Reload fashion wear,"M9H3+JFC, काठमाडौँ 44600",M9H3+JFC,काठमाडौँ,44600,+9779810218966,NP,null,null,null,null,false,false,false,null,,false,false,null,
Rewas Handicraft & Garment,"नरसिंह चोक मार्ग, काठमाडौँ 44600",नरसिंह चोक मार्ग,काठमाडौँ,44600,+97715918485,NP,null,null,null,null,false,false,false,null,,false,false,null,
इन्टरनेशनल ईन्स्टिच्युट अफ फेसन टेक्नोलोजी,"Bagbazar Plaza, Kamaladi Rd, काठमाडौँ 44600","Bagbazar Plaza, Kamaladi Rd",काठमाडौँ,44600,+9779851097042,NP,https://iiftnepal.com,null,null,null,false,false,false,null,,false,false,null,
Basemark - Durbarmarg,"दरवार मार्ग, काठमाडौँ 44600",दरवार मार्ग,काठमाडौँ,44600,+9779820202144,NP,https://basemarkonline.com,null,null,null,false,false,false,null,,false,false,null,
Le Fabec,"P88G+W3P, Tukucha Chowk, काठमाडौँ 44600","P88G+W3P, Tukucha Chowk",काठमाडौँ,44600,+9779810044960,NP,null,null,null,null,false,false,false,null,,false,false,null,
Luks Fashion & Wears,"रोपवे सडक, काठमाडौँ 44600",रोपवे सडक,काठमाडौँ,44600,+9779768709016,NP,null,null,null,null,false,false,false,null,,false,false,null,
Wow Fashion School - Kathmandu,"बैंक मार्ग, काठमाडौँ 44600",बैंक मार्ग,काठमाडौँ,44600,+97715322199,NP,https://wowfashionschool.com.np,wowfashion.np@gmail.com,+9779705121820,null,false,false,false,null,,false,false,null,
BHU Clothing,"Bluebird Mall, काठमाडौँ 44600",Bluebird Mall,काठमाडौँ,44600,+9779851048471,NP,https://bhuclothing.com,customersupport@bhuclothing.com,+9779851048471,null,false,false,false,null,,false,false,null,
मुसक सूट्स,"Ranjana Galli, काठमाडौँ 44600",Ranjana Galli,काठमाडौँ,44600,+9779860559033,NP,null,null,null,null,false,false,false,null,,false,false,null,
"Feminista Clothing, Nepal","बौद्धनाथ सडक, काठमाडौँ 44600",बौद्धनाथ सडक,काठमाडौँ,44600,+9779803364780,NP,https://feministaclothing.com,null,null,null,false,false,false,null,,false,false,null,
