Title,Address,street,city,postal_code,Phone,Country,Website,Email,mobile_number,whatsapp_number,email_contacted,phone_mobile_contacted,whatsapp_contacted,sure_shots,potentials_already_have,meeting_fixed,leads_converted,follow_up,comment
Nepal Bag Manufacturing Company,"Ganeshsthan, काठमाडौँ 00000",Ganeshsthan,काठमाडौँ,00000,+97714464088,NP,https://promotionalgiftnepal.com,null,null,null,false,false,false,null,,false,false,null,
खाद्य व्यवस्था तथा व्यापार कम्पनी लिमिटेड,"M8X9+8GR, Prithvi Path, काठमाडौँ 44617","M8X9+8GR, Prithvi Path",काठमाडौँ,44617,+97714248891,NP,https://fmtc.org.np,info@fmtc.org.np,+97715348891,null,false,false,false,null,,false,false,null,
MC GROUP OF COMPANIES,"1st Floor, 2 nd Floor Radha Kuti Arcade, Putalisadak, काठमाडौँ 44600","1st Floor, 2 nd Floor Radha Kuti Arcade, Putalisadak",काठमाडौँ,44600,+97714411187,NP,https://mcnepal.com,info@mcnepal.com,+97714411187,null,false,false,false,null,,false,false,null,
Himalayan Cashmere Manufacturing Company,"Byathit Marg, काठमाडौँ 44600",Byathit Marg,काठमाडौँ,44600,+9779813755888,NP,https://himalayancashmere.com,info@himalayancashmere.com,+977209813755888,+9779813755888,false,false,false,null,,false,false,null,
Ambe Steels | Jay Ambe Steels,"त्र्‍िपुरा मार्ग, काठमाडौँ 44600",त्र्‍िपुरा मार्ग,काठमाडौँ,44600,+97715358128,NP,https://ambegroup.com,info@ambegroup.com,+NP2024251,null,false,false,false,null,,false,false,null,
NDH Nepali Masala Manufacturer Company Kathmandu Nepal,बुढानीलकण्ठ 44600,,बुढानीलकण्ठ,44600,+9779851087422,NP,https://ndhmasala.com,info@ndhmasala.com,+9779851087422,+9779851087422,false,false,false,null,,false,false,null,
Joy Groups & Paper Bags Pvt.Ltd,काठमाडौँ 44600,,काठमाडौँ,44600,+9779810627838,NP,null,null,null,null,false,false,false,null,,false,false,null,
Transweld Nepal,टोखा 44600,,टोखा,44600,+97714964623,NP,https://transweldnepal.com,business@transweldnepal.com,+97714964623,null,false,false,false,null,,false,false,null,
गोल्डस्टार जुत्ता कारखाना,"Dhumbharai Marg, काठमाडौँ 44600",Dhumbharai Marg,काठमाडौँ,44600,+97714373134,NP,https://goldstarfootwear.com,%20inquire@goldstarstride.com,+9779801235097,+9779801235097,false,false,false,null,,false,false,null,
Prisha fashion industry pvt.ltd,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851178792,NP,https://prishafashion.com.np,null,null,null,false,false,false,null,,false,false,null,
Geotech Electronics Industries,"Baraha Marg, काठमाडौँ 44600",Baraha Marg,काठमाडौँ,44600,+97714442811,NP,null,null,null,null,false,false,false,null,,false,false,null,
Piya Plastic Industries Pvt. Ltd.,"61, काठमाडौँ 44600",61,काठमाडौँ,44600,+97714538622,NP,https://piyaplastics.com,piyaplastic.ktm@gmail.com,+014538622,null,false,false,false,null,,false,false,null,
देउराली जनता फर्मास्यूटिकल्स,"679, 3 Budhanilkantha Sadak, काठमाडौँ 44600","679, 3 Budhanilkantha Sadak",काठमाडौँ,44600,+97714018777,NP,https://deuralijanta.com,null,null,null,false,false,false,null,,false,false,null,
Luga Factory (Garment- Manufacturing & Printing),मध्यपुर थिमि 44600,,मध्यपुर थिमि,44600,+9779843552013,NP,https://lugafactory.com.np,mylugafactory@gmail.com,+9779843552013,null,false,false,false,null,,false,false,null,
Shiv Shakti Group,"Sahid Shukra Marg, काठमाडौँ 44600",Sahid Shukra Marg,काठमाडौँ,44600,+97714100041,NP,https://shivshaktinepal.com,ssgu@gadia.com.np,+97714100041,null,false,false,false,null,,false,false,null,
सूर्य नेपाल प्रा लि.,"P868+73M, कान्ती पथ सडक, काठमाडौँ 44600","P868+73M, कान्ती पथ सडक",काठमाडौँ,44600,+97714248280,NP,https://snpl.com.np,corporate@snpl.com.np,+97715348280,null,false,false,false,null,,false,false,null,
Himalayan Bag Jacket factory.,"M8RP+G9 10, काठमाडौँ 44600",M8RP+G9 10,काठमाडौँ,44600,+97714503896,NP,null,null,null,null,false,false,false,null,,false,false,null,
एसियन फर्मास्युटिकल्स प्रा. लि.,"पशुपती सडक, काठमाडौँ 44600",पशुपती सडक,काठमाडौँ,44600,+97714521650,NP,https://asianpharmaceuticals.com,null,null,null,false,false,false,null,,false,false,null,
Nepo Industries Pvt. Ltd.,भक्तपुर 44800,,भक्तपुर,44800,+97716613137,NP,null,null,null,null,false,false,false,null,,false,false,null,
Factory Solutions Nepal Pvt. Ltd. (FSN),काठमाडौँ 44600,,काठमाडौँ,44600,+9779847206004,NP,https://factorysolutions.com.np,null,null,null,false,false,false,null,,false,false,null,
Hulas Steel Industries Limited,"P826+88V, काठमाडौँ 44600",P826+88V,काठमाडौँ,44600,+9779861844855,NP,https://hulassteel.com.np,sales.alu@hulassteel.com.np,+9779861844855,null,false,false,false,null,,false,false,null,
Umico Garment Industries Pvt. Ltd.,"ठमेल मार्ग, काठमाडौँ 44600",ठमेल मार्ग,काठमाडौँ,44600,+97714512638,NP,https://umicoindustry.com,umicoindustry@gmail.com,+9779841617964,null,false,false,false,null,,false,false,null,
नेपाल प्लास्टिक प्रा। लि।,"M8Q6+V5R, ललितपुर 44600",M8Q6+V5R,ललितपुर,44600,+97715423559,NP,null,null,null,null,false,false,false,null,,false,false,null,
Himal Iron & Steel Pvt. Ltd,"P867+FW8, काठमाडौँ 44600",P867+FW8,काठमाडौँ,44600,+9779851006520,NP,null,null,null,null,false,false,false,null,,false,false,null,
Samriddhi Steels company nepal,"भग्वती मार्ग, काठमाडौँ 44600",भग्वती मार्ग,काठमाडौँ,44600,+9779801904521,NP,https://samriddhisteels.com,sales@siddhilaxmi.com,+97724433674,null,false,false,false,null,,false,false,null,
रिलायन्स ग्रुप - नेपाल,"Prasiddhi Towers, Shree Marg, ललितपुर 44600","Prasiddhi Towers, Shree Marg",ललितपुर,44600,+97715970970,NP,https://reliancegroupnepal.com,info@rgn.com.np,+97715970970,null,false,false,false,null,,false,false,null,
Mimi Foods,"Nageswor Colony, Block A, (#13 electricity pole) Arubari, Kathmandu, Nepal","Nageswor Colony, Block A, (#13 electricity pole) Arubari, Kathmandu",Nepal,null,+9779808460886,NP,null,null,null,null,false,false,false,null,,false,false,null,
रिलायन्स नेपाल पेंट,"P9CM+943, गोकर्णेश्वर 44600",P9CM+943,गोकर्णेश्वर,44600,+97714912134,NP,https://reliancepaintsnepal.com,null,null,null,false,false,false,null,,false,false,null,
Lazimpat Engineering Works,"Lazimpat Rd, Kathmandu,Nepal, Kathamandu, Nepal 44600","Lazimpat Rd, Kathmandu, Nepal, Kathamandu",Nepal,44600,+97714528506,NP,null,null,null,null,false,false,false,null,,false,false,null,
Gem Plastic Industry,"P8VJ+24Q, चक्रपथ, काठमाडौँ 44600","P8VJ+24Q, चक्रपथ",काठमाडौँ,44600,+9779860459676,NP,null,null,null,null,false,false,false,null,,false,false,null,
Shree Polythene & Plastic Udhyog P. Ltd.,"Balaju Industrial District, लेखनाथ मार्ग, 44600","Balaju Industrial District, लेखनाथ मार्ग",,44600,+97714970239,NP,https://shreepolythene.com,null,null,null,false,false,false,null,,false,false,null,
Indigo Paints Pvt. Ltd. (Corporate Office),"Futung Road, काठमाडौँ 44600",Futung Road,काठमाडौँ,44600,+97714026283,NP,https://indigopaints.com.np,info@indigopaints.com.np,+97714026409,null,false,false,false,null,,false,false,null,
Packaging Product,बुढानीलकण्ठ 44600,,बुढानीलकण्ठ,44600,+97714373143,NP,https://packagingnepal.com,null,null,null,false,false,false,null,,false,false,null,
Everest Parenterals Pvt. Ltd,काठमाडौँ 44600,,काठमाडौँ,44600,+97715909183,NP,https://everest-hcg.com,null,null,null,false,false,false,null,,false,false,null,
Royal Metal Industries Nepal Pvt.Ltd,J9X8+XFF,,J9X,8,+9779851054641,NP,https://royalmetal.com.np,info@royalmetal.com.np,+9779851054641,null,false,false,false,null,,false,false,null,
Muktinath Traders Newsmandu Pvt Ltd Paper shop paper importer paper traders paper merchant printing paper,"29 Tanka Prasad Ghumti Sadak, काठमाडौँ 44600",29 Tanka Prasad Ghumti Sadak,काठमाडौँ,44600,+9779851023378,NP,https://muktinathtraders.com,null,null,null,false,false,false,null,,false,false,null,
SAVE MASK Manufacturing company,"सेती ओपी मार्ग, काठमाडौँ 44600",सेती ओपी मार्ग,काठमाडौँ,44600,+9779844136801,NP,null,null,null,null,false,false,false,null,,false,false,null,
Pahadi Foods,"Chappal Karkhana, 4 Ward, काठमाडौँ 44600","Chappal Karkhana, 4 Ward",काठमाडौँ,44600,+9779801022530,NP,https://pahadi.com,null,null,null,false,false,false,null,,false,false,null,
क्लोथिङ्ग इन नेपाल प्रा. लि.,"Chamati 15, काठमाडौँ 21185",Chamati 15,काठमाडौँ,21185,+9779851135219,NP,https://clothinginnepal.com,clothinginnepal@gmail.com,+9779851135219,+9779851135219,false,false,false,null,,false,false,null,
Royal Footwear Industries Pvt. Ltd.,"P836+HQR, काठमाडौँ 44600",P836+HQR,काठमाडौँ,44600,+97714261890,NP,null,null,null,null,false,false,false,null,,false,false,null,
देउराली जनता फर्मास्युटिकल,"Q82Q+42C, Dhapasi Marg, काठमाडौँ 44600","Q82Q+42C, Dhapasi Marg",काठमाडौँ,44600,+97714435167,NP,https://deuralijanta.com,null,null,null,false,false,false,null,,false,false,null,
Nepal Pasta Food Company (Barari),"Haatigauda Chowk, Budanilkhanta-7, काठमाडौँ 44600","Haatigauda Chowk, Budanilkhanta-7",काठमाडौँ,44600,+9779851165029,NP,https://barari.com.np,null,null,null,false,false,false,null,,false,false,null,
नेपाल नितिङ इनदसत्रिज,"नित्यनाथ मार्ग, काठमाडौँ 44600",नित्यनाथ मार्ग,काठमाडौँ,44600,+97715321825,NP,https://nepalknitting.com,null,+9779851186277,null,false,false,false,null,,false,false,null,
B.G. Fiber Play and Amusement Equipment Pvt. Ltd.,"Q944+3PP, Unnamed Road, बुढानीलकण्ठ 44600","Q944+3PP, Unnamed Road",बुढानीलकण्ठ,44600,+9779851157219,NP,https://bgfiberequipment.com.np,null,null,null,false,false,false,null,,false,false,null,
National Plastic Industries,काठमाडौँ 44600,,काठमाडौँ,44600,+9779766430132,NP,https://nationalplasticindustries.com.np,info@nationalplasticindustries.com.np,+97714985964,+9779813209537,false,false,false,null,,false,false,null,
"Apparel And Textile Inc. ! Fleece Fabric,Lycra Fabric,Knitted Fabric,,Corporate Tshirt Manufacturer In Kathmandu, Nepal","MC-25, Phasikeba, Near Red Cross Society, Nepal, काठमाडौँ 44600","MC-25, Phasikeba, Near Red Cross Society, Nepal",काठमाडौँ,44600,+9779813287896,NP,https://apparelandtextileinc.com,antincldh@gmail.com,+911613501185,null,false,false,false,null,,false,false,null,
Hyat Enterprises,"Bagmati Chamber, मिलन मार्ग, काठमाडौँ 44600","Bagmati Chamber, मिलन मार्ग",काठमाडौँ,44600,+97714243795,NP,https://hyatenterprises.com,hyatharshit@gmail.com,+9779801255012,null,false,false,false,null,,false,false,null,
Duro bagz Manufacturing,Kathmandu 44610,,Kathmandu,44610,+9779705517111,NP,null,null,null,null,false,false,false,null,,false,false,null,
बिशाल ग्रुप,"M8R9+WR6, काठमाडौँ 44600",M8R9+WR6,काठमाडौँ,44600,+97715111104,NP,https://vishalgroup.com,info@vishalgroup.com,+97715111104,null,false,false,false,null,,false,false,null,
Legacy Garment - Garment Factory in Nepal,"Serbeshwar Marg, काठमाडौँ 44600",Serbeshwar Marg,काठमाडौँ,44600,+9779808540632,NP,https://legacygarment.com,null,null,null,false,false,false,null,,false,false,null,
Rajesh Metal Crafts Pvt. Ltd.,"502, 5th Floor, Central Business Park, काठमाडौँ 44600","502, 5th Floor, Central Business Park",काठमाडौँ,44600,+97714101686,NP,https://rajeshmetalcrafts.com,null,+97714101685,null,false,false,false,null,,false,false,null,
Lumbini Fashion Industry (LuFI) Pvt. Ltd.,"अद्वैत मार्ग, काठमाडौँ 44600",अद्वैत मार्ग,काठमाडौँ,44600,+9779851151111,NP,https://lumbinifashion.com.np,null,+9779851151111,+9779851151111,false,false,false,null,,false,false,null,
बागमति प्लाष्‍टिक इण्डष्‍ट्रिज प्रा. लि.,"Four Square Building, काठमाडौँ 44600",Four Square Building,काठमाडौँ,44600,+9779803614450,NP,https://bagmatiplastic.com.np,null,null,null,false,false,false,null,,false,false,null,
Azad Metal Engineering Pvt.Ltd.,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851137082,NP,https://azadmetalengineering.com.np,null,null,null,false,false,false,null,,false,false,null,
NEPAL RUG COMPANY P. LTD,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851020556,NP,https://nepalrugcompany.com,sonam.nepalrug@gmail.com,+97715134394,null,false,false,false,null,,false,false,null,
बर्जर जेन्सन एण्ड निकाेल्सन,"Bagmati-Tinkune Bridge, Bagamati Baneswor Bridge, काठमाडौँ 44600","Bagmati-Tinkune Bridge, Bagamati Baneswor Bridge",काठमाडौँ,44600,+97715199218,NP,https://bergernepal.com,null,null,null,false,false,false,null,,false,false,null,
Himalayan Special Herbs Industries Pvt. Ltd.,"40 Sahid Galli, काठमाडौँ 44600",40 Sahid Galli,काठमाडौँ,44600,+9779840242627,NP,null,null,null,null,false,false,false,null,,false,false,null,
छाङ गीन उलन इन्डस्ट्रि नेपाल,"M7WC+XW7, नागार्जुन 44600",M7WC+XW7,नागार्जुन,44600,+9779851104744,NP,null,null,null,null,false,false,false,null,,false,false,null,
Krishna Food Production and Packaging,काठमाडौँ 44600,,काठमाडौँ,44600,+9779801219796,NP,https://wellbell.com.np,null,null,null,false,false,false,null,,false,false,null,
Krishna Chemicals & Paints Ind Pvt Ltd,"Ganesh Man Singh Path-3 315/17, काठमाडौँ 44600",Ganesh Man Singh Path-3 315/17,काठमाडौँ,44600,+9779801179351,NP,https://kcpi.com.np,office@kcpi.com.np,+9779801179351,null,false,false,false,null,,false,false,null,
Nepal Tent & Tarpaulin Pvt Ltd,"चक्रपथ, काठमाडौँ 44600",चक्रपथ,काठमाडौँ,44600,+9779851335109,NP,https://nepaltent.com.np,nepaltent7@gmail.com,+97714950831,+9779815398113,false,false,false,null,,false,false,null,
Magnus Pharma Pvt. Ltd.,"ज्याथा मार्ग, काठमाडौँ 44600",ज्याथा मार्ग,काठमाडौँ,44600,+97714266878,NP,https://magnuspharma.com.np,null,null,null,false,false,false,null,,false,false,null,
Sarawagi Group - Guest House,"48/57, 14 Khadya Bazaar Marg, काठमाडौँ 44600","48/57, 14 Khadya Bazaar Marg",काठमाडौँ,44600,+9779802069589,NP,https://sarawagigroup.com.np,info@sarawagigroup.com.np,+97715971227,null,false,false,false,null,,false,false,null,
J&Js Printing Support (Paper Bags Manufacturer),ललितपुर 44600,,ललितपुर,44600,+9779843223219,NP,https://paperbagnepal.com,null,+9779843223219,null,false,false,false,null,,false,false,null,
Tibetan Singing bowls Manufacture and wholesaler,"Email:- lbheproduct@gmail.com, phone :- +9779851018264, काठमाडौँ 44611","Email:- lbheproduct@gmail.com, phone :- +9779851018264",काठमाडौँ,44611,+9779841642422,NP,https://lordbuddhahimalayan.com,null,null,null,false,false,false,null,,false,false,null,
National Ice Cream Industries,"P8J2+QWJ, Lekhnath Sadak, काठमाडौँ 44600","P8J2+QWJ, Lekhnath Sadak",काठमाडौँ,44600,+97714385431,NP,https://nationalicecream.com.np,null,null,null,false,false,false,null,,false,false,null,
Swastik Bag Tatha Silai Udhyog (Bag Factory In Nepal),"नयाँ सडक, काठमाडौँ 44600",नयाँ सडक,काठमाडौँ,44600,+9779823667823,NP,https://swastikbagudhyog.com.np,swastikbagudhyog@gmail.com,+9779851032853,null,false,false,false,null,,false,false,null,
Shiwakoti Bag Industry,"P83J+8FJ, 29 बीरेन्द्र मार्ग, काठमाडौँ 44600","P83J+8FJ, 29 बीरेन्द्र मार्ग",काठमाडौँ,44600,+97714526306,NP,https://shiwakotibags.com.np,null,null,null,false,false,false,null,,false,false,null,
Pacific Commercial Company P.Ltd,"प्यासिफिक बिल्डिंग, भैकै तल्ला, पुतलीसडक, 44600","प्यासिफिक बिल्डिंग, भैकै तल्ला, पुतलीसडक",,44600,+97714430279,NP,https://pacific-nepal.com,null,null,null,false,false,false,null,,false,false,null,
Nepal Ekarat Engeneering Co,"जयसीस मार्ग, काठमाडौँ 44600",जयसीस मार्ग,काठमाडौँ,44600,+97715343436,NP,https://neek-transformer.com,info@neek-transformer.com,+97715343436,+9779851063628,false,false,false,null,,false,false,null,
सुमी औषधि,"Balaju - 16, काठमाडौँ 44600",Balaju - 16,काठमाडौँ,44600,+97714959595,NP,https://sumypharmaceuticals.com.np,null,null,null,false,false,false,null,,false,false,null,
Sky Light Pvt. Ltd.,"Lazimpat Rd, काठमाडौँ 44600",Lazimpat Rd,काठमाडौँ,44600,+97714515209,NP,https://skylight.com.np,info@skylight.com.np,+97714523851,null,false,false,false,null,,false,false,null,
Jagdamba Steels Ltd.,"Lalita House, काठमाडौँ 44600",Lalita House,काठमाडौँ,44600,+97714545823,NP,https://jagdambasteels.com,info@jagdambasteels.com,+97714545823,null,false,false,false,null,,false,false,null,
Sarbottam Steels Ltd,"M8PV+8RV 2nd Floor, Neupane Tower, काठमाडौँ 44600","M8PV+8RV 2nd Floor, Neupane Tower",काठमाडौँ,44600,+97714117503,NP,https://sarbottamsteels.com,null,null,null,false,false,false,null,,false,false,null,
Jawalakhel Group of Industries,"M8C7+HX9, Shanti Bagaicha Road, ललितपुर 44600","M8C7+HX9, Shanti Bagaicha Road",ललितपुर,44600,+97715522010,NP,https://jginepal.com,info@jginepal.com,+97715522010,null,false,false,false,null,,false,false,null,
United Cements Limited,काठमाडौँ 44600,,काठमाडौँ,44600,+97714439458,NP,null,null,null,null,false,false,false,null,,false,false,null,
गोर्खा ब्रुअरी नेपाल,"P86C+HQJ, हात्तीसार सडक, काठमाडौँ 44600","P86C+HQJ, हात्तीसार सडक",काठमाडौँ,44600,+97714544445,NP,null,null,null,null,false,false,false,null,,false,false,null,
Jagdamba Cement,"M8PV+9RC, Subidha Naga, Sat Marga, काठमाडौँ 44600","M8PV+9RC, Subidha Naga, Sat Marga",काठमाडौँ,44600,+97714111500,NP,https://jagdambacement.com,admin@jcement.com,+9779801110345,null,false,false,false,null,,false,false,null,
Business Interest Group of Industries Limited (BIG Industries),"KMC-3, Samakhushi - Ranibari Rd, काठमाडौँ 44600","KMC-3, Samakhushi - Ranibari Rd",काठमाडौँ,44600,+9779851312924,NP,null,null,null,null,false,false,false,null,,false,false,null,
Durga Metals Nepal,Balktot 44600,,Balktot,44600,+9779862579068,NP,https://durgametalsnepal.com,null,null,null,false,false,false,null,,false,false,null,
Nepal Transforemr,"भक्तपुर औधोगिक क्षेत्र, भक्तपुर 44800",भक्तपुर औधोगिक क्षेत्र,भक्तपुर,44800,+9779851175626,NP,null,null,null,null,false,false,false,null,,false,false,null,
M.D.H Pharmaceuticals Pvt.Ltd (Medivet/Respire),"44600, काठमाडौँ",44600,काठमाडौँ,null,+97715424731,NP,https://mdhpharma.com,md@mdhpharma.com,+97715424731,null,false,false,false,null,,false,false,null,
Mainali Marketing,"P972+GJ2, Marga, काठमाडौँ 44602","P972+GJ2, Marga",काठमाडौँ,44602,+9779802022445,NP,https://passiontissue.com,passiontissue11@gmail.com,+9779802022445,+9779802022445,false,false,false,null,,false,false,null,
Manakamana Tarjali & Engenreeing Pvt. Ltd.,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851082648,NP,https://manakamanasteel.com.np,info@manakamanasteel.com.np,+9779851082648,null,false,false,false,null,,false,false,null,
Mangalam Pipes - 1st CPVC Manufacturer of Nepal,काठमाडौँ 44600,,काठमाडौँ,44600,+97715341724,NP,https://mangalamindustries.com,contact@mangalamindustries.com,+97715341724,null,false,false,false,null,,false,false,null,
JP Engineering and construction pvt. ltd.,"University Path, काठमाडौँ 44600",University Path,काठमाडौँ,44600,+9779844375434,NP,https://jpec.com.np,null,null,null,false,false,false,null,,false,false,null,
कृषि सामग्री कम्पनी लि.,काठमाडौँ 00977,,काठमाडौँ,00977,+97714279717,NP,https://kscl.gov.np,headoffice@kscl.gov.np,+NP056057050590505050570505605705059050505057050560570505905050590505705605705059050505905058,null,false,false,false,null,,false,false,null,
Nepal Tea Development Corporation,काठमाडौँ 44600,,काठमाडौँ,44600,+97715332271,NP,https://ntdc.com.np,null,null,null,false,false,false,null,,false,false,null,
प्राइम केबल ईन्डष्ट्रिज प्रा. लि. (प्रिमा केबल),"Tahagalli, Sundhara Bhotebahal, Near Machinery & Electric Pvt. Ltd, काठमाडौँ 44600","Tahagalli, Sundhara Bhotebahal, Near Machinery & Electric Pvt. Ltd",काठमाडौँ,44600,+9779802792603,NP,https://primecables.com.np,sales.primecable@gmail.com,+97721576429,null,false,false,false,null,,false,false,null,
Nepcool Industries | Cold Room & Transport Refrigeration,"Chendevi Chowk, Beside A one workshop Near Kedar Market, काठमाडौँ 44600","Chendevi Chowk, Beside A one workshop Near Kedar Market",काठमाडौँ,44600,+97714314617,NP,https://nepcool.com.np,null,null,null,false,false,false,null,,false,false,null,
Comtech Group Co.Pvt.Ltd,"3rd Floor, Shop no. 4A-2, Computer Bazzar, काठमाडौँ 44600","3rd Floor, Shop no. 4A-2, Computer Bazzar",काठमाडौँ,44600,+97714523161,NP,https://comtechgroup.com.np,null,null,null,false,false,false,null,,false,false,null,
Lost Horizon Handicraft (Felt Manufacturer & Exporter in Nepal),"Thankot Football Chaur Godham, चन्द्रागिरी",Thankot Football Chaur Godham,चन्द्रागिरी,null,+9779869833009,NP,https://losthorizonhandicraft.com,null,null,null,false,false,false,null,,false,false,null,
एड्भान्स ग्रुप अफ कम्पनिज,"M8PP+R5R, Shankhamul Marga, काठमाडौँ 44600","M8PP+R5R, Shankhamul Marga",काठमाडौँ,44600,+97714782005,NP,https://advancegroup.com.np,null,null,null,false,false,false,null,,false,false,null,
Forall Manufacturing Pvt. Ltd,ललितपुर 44600,,ललितपुर,44600,+9779860074126,NP,https://forallmanufacturing.com,contact@forallmanufacturing.com,+9779860741260,null,false,false,false,null,,false,false,null,
Litmus Cables,"Ramesh Tower, Samarpan Marg, काठमाडौँ 44600","Ramesh Tower, Samarpan Marg",काठमाडौँ,44600,+9779801914455,NP,https://litmus.com.np,litmus@rameshcorp.com,+97771540328,null,false,false,false,null,,false,false,null,
नेपाल सौर्य बिद्युत उत्पादक संघ,"P7CV+FG4, काठमाडौँ 44600",P7CV+FG4,काठमाडौँ,44600,+9779851071034,NP,https://semannepal.org.np,seman@ntc.net.np,+97714532103,null,false,false,false,null,,false,false,null,
Sarbottam Cement Limited,"Neupane Tower, 5th Floor, काठमाडौँ 44600","Neupane Tower, 5th Floor",काठमाडौँ,44600,+97714111942,NP,https://sarbottamcement.com,info@sarbottamcement.com,+97714117502,null,false,false,false,null,,false,false,null,
Ghorahi Cement Industry Pvt. Ltd.,"Trade Tower, 6th Floor, काठमाडौँ 44600","Trade Tower, 6th Floor",काठमाडौँ,44600,+97715111147,NP,https://ghorahicement.com.np,null,null,null,false,false,false,null,,false,false,null,
Studio31 manufacturing company,तारकेश्वर 44600,,तारकेश्वर,44600,+9779813129027,NP,null,null,null,null,false,false,false,null,,false,false,null,
Natureknit Factory,काठमाडौँ 44600,,काठमाडौँ,44600,+97715210040,NP,https://natureknit.com,info@natureknit.com,+9779705888818,+9779705888818,false,false,false,null,,false,false,null,
Qmed formulation Pvt Ltd.,काठमाडौँ 44600,,काठमाडौँ,44600,+97714155163,NP,https://qmed.com.np,factory@qmed.com.np,+97715176005,null,false,false,false,null,,false,false,null,
Nepal Aushadhi Ltd.,"नेपाल औषधी लिमिटेड, Madan Bhandari Path, काठमाडौँ 44600","नेपाल औषधी लिमिटेड, Madan Bhandari Path",काठमाडौँ,44600,+97714221512,NP,https://nal.com.np,null,null,null,false,false,false,null,,false,false,null,
Eco Garment,काठमाडौँ 44600,,काठमाडौँ,44600,+9779842774955,NP,null,null,null,null,false,false,false,null,,false,false,null,
Grey studio Garment industry,"Dhungadhara Jambo dadha, mega bank, काठमाडौँ 44600","Dhungadhara Jambo dadha, mega bank",काठमाडौँ,44600,+9779822770827,NP,null,null,null,null,false,false,false,null,,false,false,null,
RR GARMENT,काठमाडौँ 44600,,काठमाडौँ,44600,+9779845872809,NP,https://rrgarments.com,null,null,null,false,false,false,null,,false,false,null,
Creative Touch Garment Industry,"Ropeway Sadak Khusibun, काठमाडौँ 44600",Ropeway Sadak Khusibun,काठमाडौँ,44600,+97714970331,NP,https://creativetouchfashion.com,null,null,null,false,false,false,null,,false,false,null,
Paal Apparel Private Limited.,"Balbhadra Marga, काठमाडौँ 44600",Balbhadra Marga,काठमाडौँ,44600,+97715908480,NP,null,null,null,null,false,false,false,null,,false,false,null,
Hana Garment Pvt.Ltd,काठमाडौँ 44600,,काठमाडौँ,44600,+9779803797132,NP,https://hanagarment.com,hana1garment@gmail.com,+9779817249205,null,false,false,false,null,,false,false,null,
"P.G. GARMENT EXPORTER, MANUFACTURER","P876+739, JP Rd, काठमाडौँ 44600","P876+739, JP Rd",काठमाडौँ,44600,+97714258346,NP,null,null,null,null,false,false,false,null,,false,false,null,
