firstname,lastname,email,phone1,phone2,phone3,address1,city,zipcode,country,website,company,tags
MY,Sangalo Luxury Studio,,+9779808429858,,,"Jagritinagar marg, Kathmandu",,44600,NP,https://instagram.com,MY Sangalo Luxury Studio,single_contact
Hair,& Beauty by Sangita,,+9779803972581,+9779803972581,,"1905 restaurant and suites, Kathmandu",,44600,NP,https://hairsalonkathmandu.com,Hair & Beauty by Sangita,single_contact
Spark,and Shine Nails,,+9779851132433,,,"Hotel Annapurna Arcade, Kathmandu",,,NP,https://instagram.com,Spark and Shine Nails,single_contact
Diamond,Spa and Beauty Salon,,+9779843866451,,,"P8FC+896, Kathmandu",,44600,NP,https://facebook.com,Diamond Spa and Beauty Salon,single_contact
Kesh,The Unisex Salon,,+9779851348288,+9779851348288,+9779851348288,"Sinamangal Rd, Kathmandu",,44600,NP,https://keshtheunisexsalon.com.np,Kesh The Unisex Salon,single_contact
Doll,Lashon - Beauty Studio & Academy,,+9779823064417,+97715920127,,"Mercantile plaza, Durbar Marg, Kathmandu",,44600,NP,https://dolllashon.com,Doll Lashon - Beauty Studio & Academy,single_contact
Orane,Unisex Salon & Makeup Studio,,+9779766453842,,,Kathmandu,,44600,NP,https://oraneunisexsalon.com.np,Orane Unisex Salon & Makeup Studio,single_contact
Crown,unisex salon,,+9779803435325,,,"Sukedhara, Sir Raj Bahadur Rd, Kathmandu",,44600,NP,https://instagram.com,Crown unisex salon,single_contact
New,Raju Unisex Salon,,+9779841535180,,,"P865+JC4, Kathmandu",,00977,NP,https://instagram.com,New Raju Unisex Salon,single_contact
Curlstudio,Nepal,,+9779705403699,,,"opposite Nepal Electricity Authority, Ward No. 2, Nava Marg, Kathmandu",,44600,NP,https://instagram.com,Curlstudio Nepal,single_contact
Zoom,Beauty Academy - Best Beauty Academy in Swoyambhu Kathmandu,,+9779802351573,,,Kathmandu,,44620,NP,https://zoombeautyacademy.com,Zoom Beauty Academy - Best Beauty Academy in Swoyambhu Kathmandu,single_contact
Breeze,Hair & Beauty Salon,,+9779818074615,,,"Opposite Boudhha Stupa, Kathmandu",,44600,NP,https://bit.ly,Breeze Hair & Beauty Salon,single_contact
Looks,"Salon, Beauty Hub and Training Centre",,+9779864127681,,,Kathmandu,,44600,NP,https://facebook.com,"Looks Salon, Beauty Hub and Training Centre",single_contact
Elegance,Beauty Salon and Training Centre,,+9779849791855,,,"M7QM+JWQ, Kathmandu",,44600,NP,https://instagram.com,Elegance Beauty Salon and Training Centre,single_contact
Anita,beauty salon and makeup studio,,+9779822783805,,,"3rd floor, shankhamul, near patan, sano pool, investment bank, building, Kathmandu",,44600,NP,https://anitabeautysalon.com,Anita beauty salon and makeup studio,single_contact
h78nepal,,,+9779742871601,,,"Eti Chowk, Jana Bahal Rd, ललितपुर",,44600,NP,https://instagram.com,h78nepal,single_contact
Shine,Make-up Studio Beauty Salon & Training Center,,+9779813672814,,,"opposite to Nepal Investment Mega Bank (NIMB, M87P+QW4 Mahalaxmi, Bahun dhara chowk, Lalitpur",,44700,NP,https://facebook.com,Shine Make-up Studio Beauty Salon & Training Center,single_contact
Sense,Unisex Salon,,+9779818048168,,,"near sumeru hospital, Damkal chowk, ललितपुर",,44700,NP,https://sense.unisex.salon.com,Sense Unisex Salon,single_contact
Zoom,Beauty Academy - Best Beauty Academy in Nepal,,+9779802351564,,,"P84G+P57 Shri Raj Bhawan, Shree Raj Bhawan, Tinkune Madan Bhandari Road, काठमाडौँ",,44600,NP,https://zoombeautyacademy.com,Zoom Beauty Academy - Best Beauty Academy in Nepal,single_contact
Zoom,Beauty Academy - Best Beauty Academy in Gwarko Lalitpur,,+9779802351568,,,"M87J+V3P, ललितपुर",,44700,NP,https://zoombeautyacademy.com,Zoom Beauty Academy - Best Beauty Academy in Gwarko Lalitpur,single_contact
The,Mirror Unisex Salon,,+9779706387488,,,"M833+MM9, Gokul Awas Rd, lalitpur",,44700,NP,https://instagram.com,The Mirror Unisex Salon,single_contact
J,B Parlor and Training Center,,+9779841894017,,,"M858+QXJ, Lalitpur , ललितपुर",,447,NP,https://facebook.com,J B Parlor and Training Center,single_contact
Le,Salon,,+97715447842,,,"International Club, ललितपुर",,44600,NP,https://facebook.com,Le Salon,single_contact
Le,Belle Studio,,+9779705678754,,,"Steel Tower, ललितपुर",,44600,NP,https://lebellstudio.com,Le Belle Studio,single_contact
Bellissimo,The Beauty Studio (Unisex Salon),,+9779808267530,,,"M8G8+639, ललितपुर",,44600,NP,https://facebook.com,Bellissimo The Beauty Studio (Unisex Salon),single_contact
In,Bloom,,+97715916241,,,"M8C8+R75, ललितपुर",,44600,NP,https://instagram.com,In Bloom,single_contact
Embellish,"Studio,Pulchowk (Salon)",,+97715431341,,,"Pulchowk Rd, ललितपुर",,44700,NP,https://facebook.com,"Embellish Studio,Pulchowk (Salon)",single_contact
Cutting,Edge Unisex Salon,,+9779849450974,,,"उग्रचण्डी टोल, , ललितपुर",,44600,NP,https://instagram.com,Cutting Edge Unisex Salon,single_contact
Glam,Appearance,,+9779851157854,,,"पाटनढोका सडक, ललितपुर",,44600,NP,https://instagram.com,Glam Appearance,single_contact
Kathmandu,Hair and Beauty Studio,,+9779810179560,,,कार्यविनायक,,44100,NP,https://kathmandusalon.com,Kathmandu Hair and Beauty Studio,single_contact
Zoom,Beauty Academy - Best Beauty Academy in Kausaltar Bhaktapur,,+9779802351556,,,Bhaktapur,,44600,NP,https://zoombeautyacademy.com,Zoom Beauty Academy - Best Beauty Academy in Kausaltar Bhaktapur,single_contact
Laxmi,Beauty Home,,+9779745874569,,,"M99M+59, Madhyapur Thimi, Bhaktapur Beauty Parlor Thimi, Beauty Parlor, New Thimi, Nayabasti",,44800,NP,https://facebook.com,Laxmi Beauty Home,single_contact
DeBeautilox,Unisex Salon and Makeup Studio,,+9779841725757,,,"Near, Radhe Radhe Rd, मध्यपुर थिमि",,,NP,https://facebook.com,DeBeautilox Unisex Salon and Makeup Studio,single_contact
Pearl,Beauty Home,,+9779849557528,,,"अरनिको राजमार्ग, मध्यपुर थिमि",,44800,NP,https://m.facebook.com,Pearl Beauty Home,single_contact
Ceeru's,Beauty Salon,,+9779841620517,,,"101 अरनिको राजमार्ग, भक्तपुर",,44800,NP,https://instagram.com,Ceeru's Beauty Salon,single_contact
J,S Beauty Parlour & Training Institute,,+9779861550413,,,"MC8G+7WF Bhulancha, सुर्यविनायक",,44800,NP,https://facebook.com,J S Beauty Parlour & Training Institute,single_contact
Leezuu,Beauty Home,,+9779840464880,,,"MCFR+CHX, भक्तपुर",,44800,NP,https://sites.google.com,Leezuu Beauty Home,single_contact
KB,Stylish Suryabinayak,,+9779801227448,,,"Suryabinayak, Ganesh Mandir Road, भक्तपुर",,44800,NP,https://kbstylish.com.np,KB Stylish Suryabinayak,single_contact
परि,ब्यूटी पार्लर एण्ड कस्मेटीक सेन्टर,,+9779843038569,,,"बोलाछे -12, बोलाछे",,44800,NP,https://facebook.com,परि ब्यूटी पार्लर एण्ड कस्मेटीक सेन्टर,single_contact
Kohinoor,Beauty Parlour Nikoshera,,+9779842400007,,,"MCH2+M4F, Ajima Marga, मध्यपुर थिमि",,44800,NP,https://instagram.com,Kohinoor Beauty Parlour Nikoshera,single_contact
De'Lavish,Beauty Centre,,+9779808561602,,,कीर्तिपुर,,44600,NP,https://m.facebook.com,De'Lavish Beauty Centre,single_contact
Nirjara,Beauty Salon : Best Beauty Parlour in Kathmandu,,+9779851097472,,,"Chunne Bhairab Marg, काठमाडौँ",,44600,NP,https://facebook.com,Nirjara Beauty Salon : Best Beauty Parlour in Kathmandu,single_contact
Sabi,beauty and Hair Salon,,+9779849337633,,,"M7RG+8V7, कीर्तिपुर",,44600,NP,https://facebook.com,Sabi beauty and Hair Salon,single_contact
Shahinoor,Unisex Salon,,+9779842748877,+9779842748877,+9779842748877,काठमाडौँ,,46000,NP,https://shahinoorunisexsalon.com,Shahinoor Unisex Salon,single_contact
Purnima,Beauty Home,,+9779841351074,,,"Dobato, 17 Kirtipur Rd, काठमाडौँ",,44600,NP,https://purnima.com.np,Purnima Beauty Home,single_contact
Royal,Star Beauty parlour and Nail Art training center,,+97715218293,,,"M7VJ+JHJ, काठमाडौँ",,44600,NP,https://facebook.com,Royal Star Beauty parlour and Nail Art training center,single_contact
Elegance,Beauty Salon and Training Centre,,+9779849791855,,,"M7QM+JWQ, काठमाडौँ",,44600,NP,https://instagram.com,Elegance Beauty Salon and Training Centre,single_contact
Aspire,Beauty Unisex Salon Academy,,+9779842455193,,,ललितपुर,,44600,NP,https://facebook.com,Aspire Beauty Unisex Salon Academy,single_contact
Heaven,Beautyparlor and Tiktok Makeup Studio,,+9779812090666,,,"M9F3+X6J, Jadibuti, Kathmandu, Koteshwor",,44600,NP,https://priyak.com.np,Heaven Beautyparlor and Tiktok Makeup Studio,single_contact
Glow,up beauty with makeup studio & training center,,+9779861518591,,,"Madhyapur thimi, भक्तपुर",,44800,NP,https://facebook.com,Glow up beauty with makeup studio & training center,single_contact
Shining,Look Beauty Salon,,+9779809631894,,,"M8HW+H9X, सेती ओपी मार्ग, काठमाडौँ",,44600,NP,https://facebook.com,Shining Look Beauty Salon,single_contact
RD,Unisex Salon,,+9779843626970,,,"Satya Marga, काठमाडौँ",,44600,NP,https://rdsalon.com.np,RD Unisex Salon,single_contact
KB,Stylish Koteshwor,,+9779801227448,,,"ANGEL LORD ACADEMY HIGH SCHOOL, काठमाडौँ",,44600,NP,https://kbstylish.com.np,KB Stylish Koteshwor,single_contact
R.P.,Parlor And Spa,,+9779811683137,+NP987651679,,"M9G2+4F5, काठमाडौँ",,44600,NP,https://tiktok.com,R.P. Parlor And Spa,single_contact
NAILORÉ,,,+9779708240714,,,"Tinkune - 34, काठमाडौँ",,44600,NP,https://facebook.com,NAILORÉ,single_contact
Glow,To Glow - Best Beauty Academy in Kathmandu Nepal,,+9779851116142,,,"New Baneshwor, काठमाडौँ",,44600,NP,https://glowtoglow.com,Glow To Glow - Best Beauty Academy in Kathmandu Nepal,single_contact
Classy,Beauty Care & Training Center,,+9779823034698,,,"M9FP+, मध्यपुर थिमि",,283,NP,https://facebook.com,Classy Beauty Care & Training Center,single_contact
RAYS,BEAUTY STUDIO AND UNISEX SALON,,+9779843252121,,,मध्यपुर थिमि,,44600,NP,https://raysbeautystudio.com,RAYS BEAUTY STUDIO AND UNISEX SALON,single_contact
Zoom,Beauty Academy - Best Beauty Academy in Suryabinayak Bhaktapur,,+9779802351559,,,"MC8F+9V8, सुर्यविनायक मार्ग, सुर्यविनायक",,44800,NP,https://zoombeautyacademy.com,Zoom Beauty Academy - Best Beauty Academy in Suryabinayak Bhaktapur,single_contact
Blush,Lounge makeup studio (Makeupbybarsa),,+9779801023216,,,"अरनिको राजमार्ग, बनेपा",,45210,NP,https://instagram.com,Blush Lounge makeup studio (Makeupbybarsa),single_contact
Sunita,Beauty Studio,,+9779863920479,,,बनेपा,,45210,NP,https://facebook.com,Sunita Beauty Studio,single_contact
Meraki,Beauty Academy,,+9779845997614,,,"Bhaktapur-Nala-Banepa%20road,%20Banepa.&q=My%20Location&t=m, 633171 %20Nepal&ll=27, 85",,518272,NP,https://facebook.com,Meraki Beauty Academy,single_contact
makeup_galaxy_by_nilam,,,+9779801313861,,,"JGP9+G96, Krishi Marg, बनेपा",,45210,NP,https://instagram.com,makeup_galaxy_by_nilam,single_contact
Elite,Nail Studio,,+9779702628380,,,बनेपा,,45210,NP,https://elitenstudio.com,Elite Nail Studio,single_contact
Zoom,Beauty Academy - Best Beauty Academy in Banepa Kavre,,+9779802351552,,,,,,NP,https://zoombeautyacademy.com,Zoom Beauty Academy - Best Beauty Academy in Banepa Kavre,single_contact
GodMother,studio,,+9779803485826,,,"bhimsensthan, बनेपा",,12559,NP,https://canva.com,GodMother studio,single_contact
Fumin,Salon,,+9779866003595,,,धुलिखेल,,45210,NP,https://instagram.com,Fumin Salon,single_contact
Nirjara,Beauty Salon : Best Beauty Parlour in Kathmandu,,+9779851097472,,,"Chunne Bhairab Marg, काठमाडौँ",,44600,NP,facebook.com,Nirjara Beauty Salon : Best Beauty Parlour in Kathmandu,single_contact
7,Thirteen Unisex Hair Salon,,+97715911552,,,काठमाडौँ,,44600,NP,facebook.com,7 Thirteen Unisex Hair Salon,single_contact
Serene,Salon & SPA,,+97715322702,,,"Hotel Yak & Yeti Lane, दरवार मार्ग, काठमाडौँ",,44600,NP,https://serenewellnessnepal.com,Serene Salon & SPA,single_contact
Cma,Creativity (The Hair Studio) Salon,,+9779821754536,,,"Bibhuti Marga, काठमाडौँ",,44600,NP,instagram.com,Cma Creativity (The Hair Studio) Salon,single_contact
Beauty,& Co.,,+9779818459500,,,काठमाडौँ,,44600,NP,instagram.com,Beauty & Co.,single_contact
MY,Sangalo Luxury Studio,,+9779808429858,,,"Jagritinagar marg, काठमाडौँ",,44600,NP,instagram.com,MY Sangalo Luxury Studio,single_contact
Neeldavid's,,,+9779841501768,,,"Eyeplex Mall, देवकोटा सडक, काठमाडौँ",,44600,NP,instagram.com,Neeldavid's,single_contact
Volume,Salon & Academy KTM,,+9779826453321,,,"Bhagwati Temple, Sanogaucharan near, काठमाडौँ",,44600,NP,https://volumesalons.com.np,Volume Salon & Academy KTM,single_contact
NAILORÉ,,,+9779708240714,,,"Tinkune - 34, काठमाडौँ",,44600,NP,facebook.com,NAILORÉ,single_contact
Tilu,Hair & Beauty Salon,,+9779803224742,,,"Sarkari Dhara, Mhepi Marg, काठमाडौँ",,44600,NP,https://bit.ly,Tilu Hair & Beauty Salon,single_contact
Anita,beauty salon and makeup studio,,+9779822783805,,,"3rd floor, shankhamul, near patan, sano pool, investment bank, building, काठमाडौँ",,44600,NP,https://anitabeautysalon.com,Anita beauty salon and makeup studio,single_contact
Phoenix,Unisex Salon - Best Salon In Kathmandu,,+9779868812135,,,काठमाडौँ,,44600,NP,facebook.com,Phoenix Unisex Salon - Best Salon In Kathmandu,single_contact
Habibs,Hair & Beauty Salon,,+97714169061,,,"2nd Floor Kasthamandap Bazaar, Teendhara Marg, काठमाडौँ",,44605,NP,https://habibssalon.com,Habibs Hair & Beauty Salon,single_contact
असाइलम,हेयर सलुन,,+97714531450,,,"A-One Business Complex, ठमेल मार्ग, काठमाडौँ",,44600,NP,https://asylumhairsalon.com,असाइलम हेयर सलुन,single_contact
Eros,Cuts,,+9779809777982,,,"P894+37F, काठमाडौँ",,44600,NP,https://eroscuts.com,Eros Cuts,single_contact
Breeze,Hair & Beauty Salon,,+9779818074615,,,"Opposite Boudhha Stupa, काठमाडौँ",,44600,NP,https://bit.ly,Breeze Hair & Beauty Salon,single_contact
Kesh,The Unisex Salon,,+9779851348288,+9779851348288,+9779851348288,"Sinamangal Rd, काठमाडौँ",,44600,NP,https://keshtheunisexsalon.com.np,Kesh The Unisex Salon,single_contact
Nirjara,Beauty Salon & Academy Chabahil,,+9779801138668,,,"Centra Complex, काठमाडौँ",,44600,NP,facebook.com,Nirjara Beauty Salon & Academy Chabahil,single_contact
Shahinoor,Unisex salon Newplaza,,+9779842748877,+9779842748877,+9779842748877,"P82F+JGJ, New Plaza Sadak, काठमाडौँ",,44600,NP,https://shahinoorunisexsalon.com,Shahinoor Unisex salon Newplaza,single_contact
Rajesh,Unisex Salon Hair & Skin Care,,+9779812737130,,,"Chowk Chagal Marg, काठमाडौँ",,44620,NP,facebook.com,Rajesh Unisex Salon Hair & Skin Care,single_contact
Aroma,Makeup And Beauty Studio,,+9779743954005,,,"ATMA GYAN, काठमाडौँ",,44600,NP,facebook.com,Aroma Makeup And Beauty Studio,single_contact
